"","match_point","match_flag","home_season","coach_name"
"24889","3","win","94/95","Sir Alex Ferguson"
"24890","3","win","94/95","Sir Alex Ferguson"
"24891","1","draw","94/95","Sir Alex Ferguson"
"24892","1","draw","93/94","Sir Alex Ferguson"
"24893","3","win","93/94","Sir Alex Ferguson"
"24894","3","win","93/94","Sir Alex Ferguson"
"24895","3","win","93/94","Sir Alex Ferguson"
"24896","3","win","93/94","Sir Alex Ferguson"
"24897","1","draw","93/94","Sir Alex Ferguson"
"24898","0","lose","93/94","Sir Alex Ferguson"
"24899","3","win","93/94","Sir Alex Ferguson"
"24900","3","win","93/94","Sir Alex Ferguson"
"24901","1","draw","93/94","Sir Alex Ferguson"
"24902","1","draw","93/94","Sir Alex Ferguson"
"24903","1","draw","93/94","Sir Alex Ferguson"
"24904","1","draw","93/94","Sir Alex Ferguson"
"24905","1","draw","93/94","Sir Alex Ferguson"
"24906","3","win","93/94","Sir Alex Ferguson"
"24907","3","win","93/94","Sir Alex Ferguson"
"24908","1","draw","93/94","Sir Alex Ferguson"
"24909","3","win","93/94","Sir Alex Ferguson"
"24910","3","win","93/94","Sir Alex Ferguson"
"24911","3","win","93/94","Sir Alex Ferguson"
"24912","3","win","93/94","Sir Alex Ferguson"
"24913","3","win","93/94","Sir Alex Ferguson"
"24914","3","win","93/94","Sir Alex Ferguson"
"24915","3","win","92/93","Sir Alex Ferguson"
"24916","3","win","92/93","Sir Alex Ferguson"
"24917","3","win","92/93","Sir Alex Ferguson"
"24918","3","win","92/93","Sir Alex Ferguson"
"24919","1","draw","92/93","Sir Alex Ferguson"
"24920","0","lose","92/93","Sir Alex Ferguson"
"24921","3","win","92/93","Sir Alex Ferguson"
"24922","1","draw","92/93","Sir Alex Ferguson"
"24923","0","lose","92/93","Sir Alex Ferguson"
"24924","3","win","92/93","Sir Alex Ferguson"
"24925","3","win","92/93","Sir Alex Ferguson"
"24926","1","draw","92/93","Sir Alex Ferguson"
"24927","3","win","92/93","Sir Alex Ferguson"
"24928","3","win","92/93","Sir Alex Ferguson"
"24929","0","lose","92/93","Sir Alex Ferguson"
"24930","1","draw","92/93","Sir Alex Ferguson"
"24931","1","draw","92/93","Sir Alex Ferguson"
"24932","3","win","92/93","Sir Alex Ferguson"
"24933","3","win","92/93","Sir Alex Ferguson"
"24934","3","win","92/93","Sir Alex Ferguson"
"24935","0","lose","92/93","Sir Alex Ferguson"
"24936","0","lose","91/92","Sir Alex Ferguson"
"24937","1","draw","91/92","Sir Alex Ferguson"
"24938","3","win","91/92","Sir Alex Ferguson"
"24939","3","win","91/92","Sir Alex Ferguson"
"24940","0","lose","91/92","Sir Alex Ferguson"
"24941","3","win","91/92","Sir Alex Ferguson"
"24942","3","win","91/92","Sir Alex Ferguson"
"24943","1","draw","91/92","Sir Alex Ferguson"
"24944","1","draw","91/92","Sir Alex Ferguson"
"24945","3","win","91/92","Sir Alex Ferguson"
"24946","0","lose","90/91","Sir Alex Ferguson"
"24947","3","win","90/91","Sir Alex Ferguson"
"24948","1","draw","90/91","Sir Alex Ferguson"
"24949","0","lose","90/91","Sir Alex Ferguson"
"24950","0","lose","90/91","Sir Alex Ferguson"
"24951","1","draw","89/90","Sir Alex Ferguson"
"24952","1","draw","87/88","Sir Alex Ferguson"
"24953","3","win","87/88","Sir Alex Ferguson"
"24954","3","win","86/87","Sir Alex Ferguson"
"24955","1","draw","85/86","Sir Alex Ferguson"
"24956","0","lose","85/86","Sir Alex Ferguson"
"24957","1","draw","85/86","Sir Alex Ferguson"
"24958","3","win","85/86","Sir Alex Ferguson"
"24959","3","win","85/86","Sir Alex Ferguson"
"24960","0","lose","84/85","Sir Alex Ferguson"
"24961","3","win","82/83","Sir Alex Ferguson"
"24962","1","draw","82/83","Sir Alex Ferguson"
"24963","3","win","82/83","Sir Alex Ferguson"
"24964","0","lose","80/81","Sir Alex Ferguson"
"24965","1","draw","80/81","Sir Alex Ferguson"
"24966","3","win","12/13","Sir Alex Ferguson"
"24967","1","draw","12/13","Sir Alex Ferguson"
"24968","1","draw","12/13","Sir Alex Ferguson"
"24969","0","lose","12/13","Sir Alex Ferguson"
"24970","3","win","12/13","Sir Alex Ferguson"
"24971","1","draw","12/13","Sir Alex Ferguson"
"24972","3","win","12/13","Sir Alex Ferguson"
"24973","3","win","12/13","Sir Alex Ferguson"
"24974","3","win","12/13","Sir Alex Ferguson"
"24975","3","win","12/13","Sir Alex Ferguson"
"24976","1","draw","12/13","Sir Alex Ferguson"
"24977","3","win","12/13","Sir Alex Ferguson"
"24978","3","win","12/13","Sir Alex Ferguson"
"24979","3","win","12/13","Sir Alex Ferguson"
"24980","3","win","12/13","Sir Alex Ferguson"
"24981","0","lose","12/13","Sir Alex Ferguson"
"24982","3","win","12/13","Sir Alex Ferguson"
"24983","0","lose","12/13","Sir Alex Ferguson"
"24984","3","win","12/13","Sir Alex Ferguson"
"24985","3","win","12/13","Sir Alex Ferguson"
"24986","3","win","12/13","Sir Alex Ferguson"
"24987","3","win","12/13","Sir Alex Ferguson"
"24988","3","win","12/13","Sir Alex Ferguson"
"24989","3","win","12/13","Sir Alex Ferguson"
"24990","3","win","12/13","Sir Alex Ferguson"
"24991","3","win","12/13","Sir Alex Ferguson"
"24992","0","lose","12/13","Sir Alex Ferguson"
"24993","3","win","11/12","Sir Alex Ferguson"
"24994","1","draw","11/12","Sir Alex Ferguson"
"24995","0","lose","11/12","Sir Alex Ferguson"
"24996","3","win","11/12","Sir Alex Ferguson"
"24997","3","win","11/12","Sir Alex Ferguson"
"24998","3","win","11/12","Sir Alex Ferguson"
"24999","3","win","11/12","Sir Alex Ferguson"
"25000","0","lose","11/12","Sir Alex Ferguson"
"25001","3","win","11/12","Sir Alex Ferguson"
"25002","3","win","11/12","Sir Alex Ferguson"
"25003","3","win","11/12","Sir Alex Ferguson"
"25004","3","win","11/12","Sir Alex Ferguson"
"25005","0","lose","11/12","Sir Alex Ferguson"
"25006","3","win","11/12","Sir Alex Ferguson"
"25007","3","win","11/12","Sir Alex Ferguson"
"25008","3","win","11/12","Sir Alex Ferguson"
"25009","1","draw","11/12","Sir Alex Ferguson"
"25010","3","win","11/12","Sir Alex Ferguson"
"25011","3","win","11/12","Sir Alex Ferguson"
"25012","3","win","11/12","Sir Alex Ferguson"
"25013","3","win","11/12","Sir Alex Ferguson"
"25014","3","win","11/12","Sir Alex Ferguson"
"25015","1","draw","11/12","Sir Alex Ferguson"
"25016","3","win","11/12","Sir Alex Ferguson"
"25017","3","win","11/12","Sir Alex Ferguson"
"25018","3","win","11/12","Sir Alex Ferguson"
"25019","3","win","11/12","Sir Alex Ferguson"
"25020","3","win","10/11","Sir Alex Ferguson"
"25021","3","win","10/11","Sir Alex Ferguson"
"25022","0","lose","10/11","Sir Alex Ferguson"
"25023","3","win","10/11","Sir Alex Ferguson"
"25024","0","lose","10/11","Sir Alex Ferguson"
"25025","3","win","10/11","Sir Alex Ferguson"
"25026","3","win","10/11","Sir Alex Ferguson"
"25027","3","win","10/11","Sir Alex Ferguson"
"25028","0","lose","10/11","Sir Alex Ferguson"
"25029","3","win","10/11","Sir Alex Ferguson"
"25030","3","win","10/11","Sir Alex Ferguson"
"25031","0","lose","10/11","Sir Alex Ferguson"
"25032","3","win","10/11","Sir Alex Ferguson"
"25033","3","win","10/11","Sir Alex Ferguson"
"25034","3","win","10/11","Sir Alex Ferguson"
"25035","3","win","10/11","Sir Alex Ferguson"
"25036","3","win","10/11","Sir Alex Ferguson"
"25037","1","draw","10/11","Sir Alex Ferguson"
"25038","3","win","10/11","Sir Alex Ferguson"
"25039","3","win","10/11","Sir Alex Ferguson"
"25040","1","draw","10/11","Sir Alex Ferguson"
"25041","3","win","10/11","Sir Alex Ferguson"
"25042","3","win","10/11","Sir Alex Ferguson"
"25043","3","win","10/11","Sir Alex Ferguson"
"25044","1","draw","10/11","Sir Alex Ferguson"
"25045","1","draw","10/11","Sir Alex Ferguson"
"25046","3","win","10/11","Sir Alex Ferguson"
"25047","1","draw","10/11","Sir Alex Ferguson"
"25048","1","draw","10/11","Sir Alex Ferguson"
"25049","3","win","10/11","Sir Alex Ferguson"
"25050","3","win","09/10","Sir Alex Ferguson"
"25051","3","win","09/10","Sir Alex Ferguson"
"25052","3","win","09/10","Sir Alex Ferguson"
"25053","0","lose","09/10","Sir Alex Ferguson"
"25054","3","win","09/10","Sir Alex Ferguson"
"25055","3","win","09/10","Sir Alex Ferguson"
"25056","3","win","09/10","Sir Alex Ferguson"
"25057","0","lose","09/10","Sir Alex Ferguson"
"25058","1","draw","09/10","Sir Alex Ferguson"
"25059","3","win","09/10","Sir Alex Ferguson"
"25060","3","win","09/10","Sir Alex Ferguson"
"25061","3","win","09/10","Sir Alex Ferguson"
"25062","0","lose","09/10","Sir Alex Ferguson"
"25063","3","win","09/10","Sir Alex Ferguson"
"25064","3","win","09/10","Sir Alex Ferguson"
"25065","3","win","09/10","Sir Alex Ferguson"
"25066","3","win","09/10","Sir Alex Ferguson"
"25067","0","lose","09/10","Sir Alex Ferguson"
"25068","0","lose","09/10","Sir Alex Ferguson"
"25069","3","win","09/10","Sir Alex Ferguson"
"25070","0","lose","09/10","Sir Alex Ferguson"
"25071","3","win","09/10","Sir Alex Ferguson"
"25072","3","win","09/10","Sir Alex Ferguson"
"25073","3","win","09/10","Sir Alex Ferguson"
"25074","3","win","09/10","Sir Alex Ferguson"
"25075","3","win","09/10","Sir Alex Ferguson"
"25076","0","lose","09/10","Sir Alex Ferguson"
"25077","0","lose","09/10","Sir Alex Ferguson"
"25078","3","win","08/09","Sir Alex Ferguson"
"25079","3","win","08/09","Sir Alex Ferguson"
"25080","3","win","08/09","Sir Alex Ferguson"
"25081","3","win","08/09","Sir Alex Ferguson"
"25082","3","win","08/09","Sir Alex Ferguson"
"25083","3","win","08/09","Sir Alex Ferguson"
"25084","1","draw","08/09","Sir Alex Ferguson"
"25085","0","lose","08/09","Sir Alex Ferguson"
"25086","3","win","08/09","Sir Alex Ferguson"
"25087","3","win","08/09","Sir Alex Ferguson"
"25088","1","draw","08/09","Sir Alex Ferguson"
"25089","3","win","08/09","Sir Alex Ferguson"
"25090","3","win","08/09","Sir Alex Ferguson"
"25091","3","win","08/09","Sir Alex Ferguson"
"25092","3","win","08/09","Sir Alex Ferguson"
"25093","3","win","08/09","Sir Alex Ferguson"
"25094","0","lose","08/09","Sir Alex Ferguson"
"25095","3","win","08/09","Sir Alex Ferguson"
"25096","3","win","08/09","Sir Alex Ferguson"
"25097","1","draw","08/09","Sir Alex Ferguson"
"25098","3","win","08/09","Sir Alex Ferguson"
"25099","3","win","08/09","Sir Alex Ferguson"
"25100","1","draw","08/09","Sir Alex Ferguson"
"25101","3","win","08/09","Sir Alex Ferguson"
"25102","1","draw","08/09","Sir Alex Ferguson"
"25103","3","win","08/09","Sir Alex Ferguson"
"25104","3","win","08/09","Sir Alex Ferguson"
"25105","3","win","08/09","Sir Alex Ferguson"
"25106","3","win","08/09","Sir Alex Ferguson"
"25107","1","draw","08/09","Sir Alex Ferguson"
"25108","0","lose","08/09","Sir Alex Ferguson"
"25109","3","win","08/09","Sir Alex Ferguson"
"25110","3","win","08/09","Sir Alex Ferguson"
"25111","3","win","07/08","Sir Alex Ferguson"
"25112","3","win","07/08","Sir Alex Ferguson"
"25113","1","draw","07/08","Sir Alex Ferguson"
"25114","3","win","07/08","Sir Alex Ferguson"
"25115","1","draw","07/08","Sir Alex Ferguson"
"25116","3","win","07/08","Sir Alex Ferguson"
"25117","3","win","07/08","Sir Alex Ferguson"
"25118","0","lose","07/08","Sir Alex Ferguson"
"25119","3","win","07/08","Sir Alex Ferguson"
"25120","1","draw","07/08","Sir Alex Ferguson"
"25121","0","lose","07/08","Sir Alex Ferguson"
"25122","3","win","07/08","Sir Alex Ferguson"
"25123","3","win","07/08","Sir Alex Ferguson"
"25124","3","win","07/08","Sir Alex Ferguson"
"25125","0","lose","07/08","Sir Alex Ferguson"
"25126","3","win","07/08","Sir Alex Ferguson"
"25127","1","draw","07/08","Sir Alex Ferguson"
"25128","3","win","07/08","Sir Alex Ferguson"
"25129","0","lose","07/08","Sir Alex Ferguson"
"25130","3","win","07/08","Sir Alex Ferguson"
"25131","3","win","07/08","Sir Alex Ferguson"
"25132","3","win","07/08","Sir Alex Ferguson"
"25133","3","win","07/08","Sir Alex Ferguson"
"25134","0","lose","07/08","Sir Alex Ferguson"
"25135","3","win","07/08","Sir Alex Ferguson"
"25136","3","win","07/08","Sir Alex Ferguson"
"25137","0","lose","07/08","Sir Alex Ferguson"
"25138","1","draw","07/08","Sir Alex Ferguson"
"25139","0","lose","06/07","Sir Alex Ferguson"
"25140","1","draw","06/07","Sir Alex Ferguson"
"25141","0","lose","06/07","Sir Alex Ferguson"
"25142","3","win","06/07","Sir Alex Ferguson"
"25143","3","win","06/07","Sir Alex Ferguson"
"25144","3","win","06/07","Sir Alex Ferguson"
"25145","0","lose","06/07","Sir Alex Ferguson"
"25146","3","win","06/07","Sir Alex Ferguson"
"25147","1","draw","06/07","Sir Alex Ferguson"
"25148","3","win","06/07","Sir Alex Ferguson"
"25149","3","win","06/07","Sir Alex Ferguson"
"25150","1","draw","06/07","Sir Alex Ferguson"
"25151","3","win","06/07","Sir Alex Ferguson"
"25152","3","win","06/07","Sir Alex Ferguson"
"25153","3","win","06/07","Sir Alex Ferguson"
"25154","1","draw","06/07","Sir Alex Ferguson"
"25155","3","win","06/07","Sir Alex Ferguson"
"25156","0","lose","06/07","Sir Alex Ferguson"
"25157","3","win","06/07","Sir Alex Ferguson"
"25158","3","win","06/07","Sir Alex Ferguson"
"25159","0","lose","06/07","Sir Alex Ferguson"
"25160","3","win","06/07","Sir Alex Ferguson"
"25161","3","win","06/07","Sir Alex Ferguson"
"25162","3","win","06/07","Sir Alex Ferguson"
"25163","3","win","06/07","Sir Alex Ferguson"
"25164","3","win","06/07","Sir Alex Ferguson"
"25165","3","win","06/07","Sir Alex Ferguson"
"25166","0","lose","06/07","Sir Alex Ferguson"
"25167","3","win","06/07","Sir Alex Ferguson"
"25168","3","win","06/07","Sir Alex Ferguson"
"25169","3","win","05/06","Sir Alex Ferguson"
"25170","0","lose","05/06","Sir Alex Ferguson"
"25171","1","draw","05/06","Sir Alex Ferguson"
"25172","3","win","05/06","Sir Alex Ferguson"
"25173","3","win","05/06","Sir Alex Ferguson"
"25174","3","win","05/06","Sir Alex Ferguson"
"25175","3","win","05/06","Sir Alex Ferguson"
"25176","3","win","05/06","Sir Alex Ferguson"
"25177","0","lose","05/06","Sir Alex Ferguson"
"25178","3","win","05/06","Sir Alex Ferguson"
"25179","3","win","05/06","Sir Alex Ferguson"
"25180","1","draw","05/06","Sir Alex Ferguson"
"25181","1","draw","05/06","Sir Alex Ferguson"
"25182","1","draw","05/06","Sir Alex Ferguson"
"25183","3","win","05/06","Sir Alex Ferguson"
"25184","3","win","05/06","Sir Alex Ferguson"
"25185","0","lose","05/06","Sir Alex Ferguson"
"25186","3","win","05/06","Sir Alex Ferguson"
"25187","1","draw","05/06","Sir Alex Ferguson"
"25188","3","win","05/06","Sir Alex Ferguson"
"25189","0","lose","05/06","Sir Alex Ferguson"
"25190","1","draw","05/06","Sir Alex Ferguson"
"25191","3","win","05/06","Sir Alex Ferguson"
"25192","3","win","05/06","Sir Alex Ferguson"
"25193","1","draw","05/06","Sir Alex Ferguson"
"25194","1","draw","05/06","Sir Alex Ferguson"
"25195","3","win","05/06","Sir Alex Ferguson"
"25196","3","win","05/06","Sir Alex Ferguson"
"25197","3","win","04/05","Sir Alex Ferguson"
"25198","1","draw","04/05","Sir Alex Ferguson"
"25199","3","win","04/05","Sir Alex Ferguson"
"25200","3","win","04/05","Sir Alex Ferguson"
"25201","1","draw","04/05","Sir Alex Ferguson"
"25202","3","win","04/05","Sir Alex Ferguson"
"25203","1","draw","04/05","Sir Alex Ferguson"
"25204","0","lose","04/05","Sir Alex Ferguson"
"25205","3","win","04/05","Sir Alex Ferguson"
"25206","3","win","04/05","Sir Alex Ferguson"
"25207","0","lose","04/05","Sir Alex Ferguson"
"25208","3","win","04/05","Sir Alex Ferguson"
"25209","1","draw","04/05","Sir Alex Ferguson"
"25210","1","draw","04/05","Sir Alex Ferguson"
"25211","3","win","04/05","Sir Alex Ferguson"
"25212","3","win","04/05","Sir Alex Ferguson"
"25213","0","lose","04/05","Sir Alex Ferguson"
"25214","3","win","04/05","Sir Alex Ferguson"
"25215","3","win","04/05","Sir Alex Ferguson"
"25216","1","draw","04/05","Sir Alex Ferguson"
"25217","0","lose","04/05","Sir Alex Ferguson"
"25218","1","draw","04/05","Sir Alex Ferguson"
"25219","1","draw","04/05","Sir Alex Ferguson"
"25220","3","win","04/05","Sir Alex Ferguson"
"25221","1","draw","04/05","Sir Alex Ferguson"
"25222","1","draw","04/05","Sir Alex Ferguson"
"25223","3","win","04/05","Sir Alex Ferguson"
"25224","0","lose","04/05","Sir Alex Ferguson"
"25225","0","lose","04/05","Sir Alex Ferguson"
"25226","3","win","03/04","Sir Alex Ferguson"
"25227","0","lose","03/04","Sir Alex Ferguson"
"25228","3","win","03/04","Sir Alex Ferguson"
"25229","3","win","03/04","Sir Alex Ferguson"
"25230","3","win","03/04","Sir Alex Ferguson"
"25231","3","win","03/04","Sir Alex Ferguson"
"25232","1","draw","03/04","Sir Alex Ferguson"
"25233","1","draw","03/04","Sir Alex Ferguson"
"25234","1","draw","03/04","Sir Alex Ferguson"
"25235","0","lose","03/04","Sir Alex Ferguson"
"25236","3","win","03/04","Sir Alex Ferguson"
"25237","0","lose","03/04","Sir Alex Ferguson"
"25238","3","win","03/04","Sir Alex Ferguson"
"25239","3","win","03/04","Sir Alex Ferguson"
"25240","3","win","03/04","Sir Alex Ferguson"
"25241","3","win","03/04","Sir Alex Ferguson"
"25242","0","lose","03/04","Sir Alex Ferguson"
"25243","3","win","03/04","Sir Alex Ferguson"
"25244","3","win","03/04","Sir Alex Ferguson"
"25245","0","lose","03/04","Sir Alex Ferguson"
"25246","3","win","03/04","Sir Alex Ferguson"
"25247","0","lose","03/04","Sir Alex Ferguson"
"25248","1","draw","03/04","Sir Alex Ferguson"
"25249","3","win","03/04","Sir Alex Ferguson"
"25250","3","win","03/04","Sir Alex Ferguson"
"25251","3","win","03/04","Sir Alex Ferguson"
"25252","3","win","02/03","Sir Alex Ferguson"
"25253","3","win","02/03","Sir Alex Ferguson"
"25254","3","win","02/03","Sir Alex Ferguson"
"25255","3","win","02/03","Sir Alex Ferguson"
"25256","3","win","02/03","Sir Alex Ferguson"
"25257","0","lose","02/03","Sir Alex Ferguson"
"25258","1","draw","02/03","Sir Alex Ferguson"
"25259","3","win","02/03","Sir Alex Ferguson"
"25260","3","win","02/03","Sir Alex Ferguson"
"25261","1","draw","02/03","Sir Alex Ferguson"
"25262","3","win","02/03","Sir Alex Ferguson"
"25263","3","win","02/03","Sir Alex Ferguson"
"25264","3","win","02/03","Sir Alex Ferguson"
"25265","3","win","02/03","Sir Alex Ferguson"
"25266","0","lose","02/03","Sir Alex Ferguson"
"25267","3","win","02/03","Sir Alex Ferguson"
"25268","3","win","02/03","Sir Alex Ferguson"
"25269","3","win","02/03","Sir Alex Ferguson"
"25270","3","win","02/03","Sir Alex Ferguson"
"25271","3","win","02/03","Sir Alex Ferguson"
"25272","1","draw","02/03","Sir Alex Ferguson"
"25273","3","win","02/03","Sir Alex Ferguson"
"25274","3","win","02/03","Sir Alex Ferguson"
"25275","3","win","02/03","Sir Alex Ferguson"
"25276","0","lose","02/03","Sir Alex Ferguson"
"25277","3","win","02/03","Sir Alex Ferguson"
"25278","3","win","02/03","Sir Alex Ferguson"
"25279","3","win","02/03","Sir Alex Ferguson"
"25280","1","draw","01/02","Sir Alex Ferguson"
"25281","1","draw","01/02","Sir Alex Ferguson"
"25282","1","draw","01/02","Sir Alex Ferguson"
"25283","3","win","01/02","Sir Alex Ferguson"
"25284","3","win","01/02","Sir Alex Ferguson"
"25285","0","lose","01/02","Sir Alex Ferguson"
"25286","3","win","01/02","Sir Alex Ferguson"
"25287","3","win","01/02","Sir Alex Ferguson"
"25288","3","win","01/02","Sir Alex Ferguson"
"25289","1","draw","01/02","Sir Alex Ferguson"
"25290","3","win","01/02","Sir Alex Ferguson"
"25291","0","lose","01/02","Sir Alex Ferguson"
"25292","3","win","01/02","Sir Alex Ferguson"
"25293","3","win","01/02","Sir Alex Ferguson"
"25294","3","win","01/02","Sir Alex Ferguson"
"25295","3","win","01/02","Sir Alex Ferguson"
"25296","3","win","01/02","Sir Alex Ferguson"
"25297","3","win","01/02","Sir Alex Ferguson"
"25298","0","lose","01/02","Sir Alex Ferguson"
"25299","3","win","01/02","Sir Alex Ferguson"
"25300","1","draw","01/02","Sir Alex Ferguson"
"25301","3","win","01/02","Sir Alex Ferguson"
"25302","0","lose","01/02","Sir Alex Ferguson"
"25303","3","win","01/02","Sir Alex Ferguson"
"25304","0","lose","01/02","Sir Alex Ferguson"
"25305","3","win","01/02","Sir Alex Ferguson"
"25306","3","win","01/02","Sir Alex Ferguson"
"25307","1","draw","01/02","Sir Alex Ferguson"
"25308","0","lose","01/02","Sir Alex Ferguson"
"25309","0","lose","00/01","Sir Alex Ferguson"
"25310","3","win","00/01","Sir Alex Ferguson"
"25311","0","lose","00/01","Sir Alex Ferguson"
"25312","3","win","00/01","Sir Alex Ferguson"
"25313","0","lose","00/01","Sir Alex Ferguson"
"25314","3","win","00/01","Sir Alex Ferguson"
"25315","1","draw","00/01","Sir Alex Ferguson"
"25316","1","draw","00/01","Sir Alex Ferguson"
"25317","1","draw","00/01","Sir Alex Ferguson"
"25318","3","win","00/01","Sir Alex Ferguson"
"25319","3","win","00/01","Sir Alex Ferguson"
"25320","3","win","00/01","Sir Alex Ferguson"
"25321","1","draw","00/01","Sir Alex Ferguson"
"25322","3","win","00/01","Sir Alex Ferguson"
"25323","1","draw","00/01","Sir Alex Ferguson"
"25324","3","win","00/01","Sir Alex Ferguson"
"25325","3","win","00/01","Sir Alex Ferguson"
"25326","3","win","00/01","Sir Alex Ferguson"
"25327","3","win","00/01","Sir Alex Ferguson"
"25328","0","lose","00/01","Sir Alex Ferguson"
"25329","3","win","00/01","Sir Alex Ferguson"
"25330","0","lose","00/01","Sir Alex Ferguson"
"25331","1","draw","00/01","Sir Alex Ferguson"
"25332","3","win","00/01","Sir Alex Ferguson"
"25333","3","win","00/01","Sir Alex Ferguson"
"25334","1","draw","00/01","Sir Alex Ferguson"
"25335","3","win","00/01","Sir Alex Ferguson"
"25336","3","win","99/00","Sir Alex Ferguson"
"25337","3","win","99/00","Sir Alex Ferguson"
"25338","3","win","99/00","Sir Alex Ferguson"
"25339","3","win","99/00","Sir Alex Ferguson"
"25340","1","draw","99/00","Sir Alex Ferguson"
"25341","3","win","99/00","Sir Alex Ferguson"
"25342","3","win","99/00","Sir Alex Ferguson"
"25343","3","win","99/00","Sir Alex Ferguson"
"25344","1","draw","99/00","Sir Alex Ferguson"
"25345","1","draw","99/00","Sir Alex Ferguson"
"25346","0","lose","99/00","Sir Alex Ferguson"
"25347","3","win","99/00","Sir Alex Ferguson"
"25348","1","draw","99/00","Sir Alex Ferguson"
"25349","0","lose","99/00","Sir Alex Ferguson"
"25350","1","draw","99/00","Sir Alex Ferguson"
"25351","3","win","99/00","Sir Alex Ferguson"
"25352","3","win","99/00","Sir Alex Ferguson"
"25353","0","lose","99/00","Sir Alex Ferguson"
"25354","3","win","99/00","Sir Alex Ferguson"
"25355","3","win","99/00","Sir Alex Ferguson"
"25356","0","lose","99/00","Sir Alex Ferguson"
"25357","3","win","99/00","Sir Alex Ferguson"
"25358","3","win","99/00","Sir Alex Ferguson"
"25359","3","win","99/00","Sir Alex Ferguson"
"25360","1","draw","99/00","Sir Alex Ferguson"
"25361","3","win","99/00","Sir Alex Ferguson"
"25362","3","win","99/00","Sir Alex Ferguson"
"25363","3","win","99/00","Sir Alex Ferguson"
"25364","1","draw","99/00","Sir Alex Ferguson"
"25365","3","win","98/99","Sir Alex Ferguson"
"25366","1","draw","98/99","Sir Alex Ferguson"
"25367","1","draw","98/99","Sir Alex Ferguson"
"25368","1","draw","98/99","Sir Alex Ferguson"
"25369","3","win","98/99","Sir Alex Ferguson"
"25370","1","draw","98/99","Sir Alex Ferguson"
"25371","1","draw","98/99","Sir Alex Ferguson"
"25372","1","draw","98/99","Sir Alex Ferguson"
"25373","3","win","98/99","Sir Alex Ferguson"
"25374","3","win","98/99","Sir Alex Ferguson"
"25375","3","win","98/99","Sir Alex Ferguson"
"25376","3","win","98/99","Sir Alex Ferguson"
"25377","3","win","98/99","Sir Alex Ferguson"
"25378","3","win","98/99","Sir Alex Ferguson"
"25379","3","win","98/99","Sir Alex Ferguson"
"25380","1","draw","98/99","Sir Alex Ferguson"
"25381","0","lose","98/99","Sir Alex Ferguson"
"25382","1","draw","98/99","Sir Alex Ferguson"
"25383","1","draw","98/99","Sir Alex Ferguson"
"25384","1","draw","98/99","Sir Alex Ferguson"
"25385","3","win","98/99","Sir Alex Ferguson"
"25386","3","win","98/99","Sir Alex Ferguson"
"25387","1","draw","98/99","Sir Alex Ferguson"
"25388","3","win","98/99","Sir Alex Ferguson"
"25389","1","draw","98/99","Sir Alex Ferguson"
"25390","0","lose","98/99","Sir Alex Ferguson"
"25391","3","win","98/99","Sir Alex Ferguson"
"25392","1","draw","98/99","Sir Alex Ferguson"
"25393","3","win","97/98","Sir Alex Ferguson"
"25394","3","win","97/98","Sir Alex Ferguson"
"25395","1","draw","97/98","Sir Alex Ferguson"
"25396","3","win","97/98","Sir Alex Ferguson"
"25397","0","lose","97/98","Sir Alex Ferguson"
"25398","0","lose","97/98","Sir Alex Ferguson"
"25399","3","win","97/98","Sir Alex Ferguson"
"25400","3","win","97/98","Sir Alex Ferguson"
"25401","1","draw","97/98","Sir Alex Ferguson"
"25402","0","lose","97/98","Sir Alex Ferguson"
"25403","3","win","97/98","Sir Alex Ferguson"
"25404","0","lose","97/98","Sir Alex Ferguson"
"25405","3","win","97/98","Sir Alex Ferguson"
"25406","0","lose","97/98","Sir Alex Ferguson"
"25407","3","win","97/98","Sir Alex Ferguson"
"25408","3","win","97/98","Sir Alex Ferguson"
"25409","3","win","97/98","Sir Alex Ferguson"
"25410","3","win","97/98","Sir Alex Ferguson"
"25411","1","draw","97/98","Sir Alex Ferguson"
"25412","3","win","97/98","Sir Alex Ferguson"
"25413","1","draw","97/98","Sir Alex Ferguson"
"25414","3","win","97/98","Sir Alex Ferguson"
"25415","3","win","97/98","Sir Alex Ferguson"
"25416","1","draw","97/98","Sir Alex Ferguson"
"25417","3","win","97/98","Sir Alex Ferguson"
"25418","1","draw","96/97","Sir Alex Ferguson"
"25419","1","draw","96/97","Sir Alex Ferguson"
"25420","3","win","96/97","Sir Alex Ferguson"
"25421","0","lose","96/97","Sir Alex Ferguson"
"25422","3","win","96/97","Sir Alex Ferguson"
"25423","3","win","96/97","Sir Alex Ferguson"
"25424","3","win","96/97","Sir Alex Ferguson"
"25425","1","draw","96/97","Sir Alex Ferguson"
"25426","0","lose","96/97","Sir Alex Ferguson"
"25427","3","win","96/97","Sir Alex Ferguson"
"25428","3","win","96/97","Sir Alex Ferguson"
"25429","3","win","96/97","Sir Alex Ferguson"
"25430","3","win","96/97","Sir Alex Ferguson"
"25431","3","win","96/97","Sir Alex Ferguson"
"25432","1","draw","96/97","Sir Alex Ferguson"
"25433","3","win","96/97","Sir Alex Ferguson"
"25434","0","lose","96/97","Sir Alex Ferguson"
"25435","0","lose","96/97","Sir Alex Ferguson"
"25436","0","lose","96/97","Sir Alex Ferguson"
"25437","3","win","96/97","Sir Alex Ferguson"
"25438","3","win","96/97","Sir Alex Ferguson"
