"","match_point","match_flag","home_season","coach_name"
"1","0","lose","15/16","Alan Curtis"
"2","3","win","15/16","Alan Curtis"
"3","0","lose","15/16","Alan Curtis"
"4","0","lose","15/16","Alan Curtis"
"5","3","win","15/16","Alan Curtis"
"6","0","lose","15/16","Alan Curtis"
"7","1","draw","11/12","Alan Curtis"
"8","0","lose","11/12","Alan Curtis"
"9","1","draw","11/12","Alan Curtis"
"10","1","draw","11/12","Alan Curtis"
"11","0","lose","11/12","Alan Curtis"
"12","1","draw","11/12","Alan Curtis"
"13","3","win","11/12","Alan Curtis"
"14","3","win","11/12","Alan Curtis"
"15","0","lose","11/12","Alan Curtis"
"16","3","win","11/12","Alan Curtis"
"17","3","win","11/12","Alan Curtis"
"18","3","win","15/16","Alan Curtis"
"19","3","win","15/16","Alan Curtis"
"20","0","lose","15/16","Alan Curtis"
"21","1","draw","15/16","Alan Curtis"
"22","1","draw","15/16","Alan Curtis"
"23","0","lose","11/12","Alan Curtis"
"24","1","draw","11/12","Alan Curtis"
"25","1","draw","11/12","Alan Curtis"
"26","0","lose","11/12","Alan Curtis"
"27","0","lose","11/12","Alan Curtis"
"28","0","lose","11/12","Alan Curtis"
"29","0","lose","11/12","Alan Curtis"
"30","1","draw","11/12","Alan Curtis"
"31","1","draw","11/12","Alan Curtis"
"32","0","lose","11/12","Alan Curtis"
"33","0","lose","11/12","Alan Curtis"
"34","0","lose","16/17","Alan Pardew"
"35","0","lose","16/17","Alan Pardew"
"36","0","lose","16/17","Alan Pardew"
"37","1","draw","16/17","Alan Pardew"
"38","0","lose","16/17","Alan Pardew"
"39","3","win","16/17","Alan Pardew"
"40","3","win","16/17","Alan Pardew"
"41","0","lose","16/17","Alan Pardew"
"42","0","lose","15/16","Alan Pardew"
"43","0","lose","15/16","Alan Pardew"
"44","0","lose","15/16","Alan Pardew"
"45","1","draw","15/16","Alan Pardew"
"46","1","draw","15/16","Alan Pardew"
"47","3","win","15/16","Alan Pardew"
"48","1","draw","15/16","Alan Pardew"
"49","3","win","15/16","Alan Pardew"
"50","1","draw","15/16","Alan Pardew"
"51","3","win","15/16","Alan Pardew"
"52","0","lose","15/16","Alan Pardew"
"53","3","win","15/16","Alan Pardew"
"54","1","draw","15/16","Alan Pardew"
"55","3","win","15/16","Alan Pardew"
"56","1","draw","15/16","Alan Pardew"
"57","0","lose","15/16","Alan Pardew"
"58","1","draw","15/16","Alan Pardew"
"59","0","lose","15/16","Alan Pardew"
"60","3","win","15/16","Alan Pardew"
"61","3","win","15/16","Alan Pardew"
"62","0","lose","15/16","Alan Pardew"
"63","3","win","15/16","Alan Pardew"
"64","0","lose","15/16","Alan Pardew"
"65","3","win","14/15","Alan Pardew"
"66","0","lose","14/15","Alan Pardew"
"67","0","lose","14/15","Alan Pardew"
"68","3","win","14/15","Alan Pardew"
"69","3","win","14/15","Alan Pardew"
"70","0","lose","14/15","Alan Pardew"
"71","0","lose","14/15","Alan Pardew"
"72","1","draw","14/15","Alan Pardew"
"73","0","lose","14/15","Alan Pardew"
"74","3","win","14/15","Alan Pardew"
"75","3","win","14/15","Alan Pardew"
"76","0","lose","14/15","Alan Pardew"
"77","0","lose","14/15","Alan Pardew"
"78","3","win","14/15","Alan Pardew"
"79","0","lose","14/15","Alan Pardew"
"80","3","win","14/15","Alan Pardew"
"81","3","win","14/15","Alan Pardew"
"82","3","win","14/15","Alan Pardew"
"83","0","lose","14/15","Alan Pardew"
"84","1","draw","14/15","Alan Pardew"
"85","1","draw","14/15","Alan Pardew"
"86","1","draw","14/15","Alan Pardew"
"87","0","lose","13/14","Alan Pardew"
"88","0","lose","13/14","Alan Pardew"
"89","0","lose","13/14","Alan Pardew"
"90","0","lose","13/14","Alan Pardew"
"91","3","win","13/14","Alan Pardew"
"92","3","win","13/14","Alan Pardew"
"93","0","lose","13/14","Alan Pardew"
"94","1","draw","13/14","Alan Pardew"
"95","0","lose","13/14","Alan Pardew"
"96","0","lose","13/14","Alan Pardew"
"97","3","win","13/14","Alan Pardew"
"98","1","draw","13/14","Alan Pardew"
"99","0","lose","13/14","Alan Pardew"
"100","3","win","13/14","Alan Pardew"
"101","3","win","13/14","Alan Pardew"
"102","0","lose","13/14","Alan Pardew"
"103","3","win","13/14","Alan Pardew"
"104","3","win","13/14","Alan Pardew"
"105","3","win","13/14","Alan Pardew"
"106","3","win","13/14","Alan Pardew"
"107","0","lose","13/14","Alan Pardew"
"108","3","win","12/13","Alan Pardew"
"109","0","lose","12/13","Alan Pardew"
"110","0","lose","12/13","Alan Pardew"
"111","3","win","12/13","Alan Pardew"
"112","0","lose","12/13","Alan Pardew"
"113","3","win","12/13","Alan Pardew"
"114","1","draw","12/13","Alan Pardew"
"115","3","win","12/13","Alan Pardew"
"116","1","draw","12/13","Alan Pardew"
"117","3","win","12/13","Alan Pardew"
"118","0","lose","12/13","Alan Pardew"
"119","0","lose","12/13","Alan Pardew"
"120","0","lose","12/13","Alan Pardew"
"121","3","win","12/13","Alan Pardew"
"122","0","lose","12/13","Alan Pardew"
"123","3","win","12/13","Alan Pardew"
"124","0","lose","12/13","Alan Pardew"
"125","0","lose","12/13","Alan Pardew"
"126","1","draw","12/13","Alan Pardew"
"127","3","win","12/13","Alan Pardew"
"128","1","draw","12/13","Alan Pardew"
"129","3","win","12/13","Alan Pardew"
"130","0","lose","12/13","Alan Pardew"
"131","1","draw","12/13","Alan Pardew"
"132","1","draw","12/13","Alan Pardew"
"133","0","lose","12/13","Alan Pardew"
"134","3","win","12/13","Alan Pardew"
"135","0","lose","11/12","Alan Pardew"
"136","0","lose","11/12","Alan Pardew"
"137","3","win","11/12","Alan Pardew"
"138","3","win","11/12","Alan Pardew"
"139","3","win","11/12","Alan Pardew"
"140","1","draw","11/12","Alan Pardew"
"141","0","lose","11/12","Alan Pardew"
"142","3","win","11/12","Alan Pardew"
"143","0","lose","11/12","Alan Pardew"
"144","3","win","11/12","Alan Pardew"
"145","0","lose","11/12","Alan Pardew"
"146","0","lose","11/12","Alan Pardew"
"147","0","lose","11/12","Alan Pardew"
"148","1","draw","11/12","Alan Pardew"
"149","3","win","11/12","Alan Pardew"
"150","0","lose","11/12","Alan Pardew"
"151","1","draw","11/12","Alan Pardew"
"152","3","win","11/12","Alan Pardew"
"153","1","draw","11/12","Alan Pardew"
"154","3","win","11/12","Alan Pardew"
"155","3","win","11/12","Alan Pardew"
"156","1","draw","10/11","Alan Pardew"
"157","3","win","10/11","Alan Pardew"
"158","1","draw","10/11","Alan Pardew"
"159","0","lose","10/11","Alan Pardew"
"160","0","lose","10/11","Alan Pardew"
"161","1","draw","10/11","Alan Pardew"
"162","1","draw","10/11","Alan Pardew"
"163","0","lose","10/11","Alan Pardew"
"164","1","draw","10/11","Alan Pardew"
"165","3","win","10/11","Alan Pardew"
"166","0","lose","10/11","Alan Pardew"
"167","3","win","10/11","Alan Pardew"
"168","0","lose","10/11","Alan Pardew"
"169","3","win","10/11","Alan Pardew"
"170","3","win","09/10","Alan Pardew"
"171","3","win","09/10","Alan Pardew"
"172","3","win","09/10","Alan Pardew"
"173","3","win","09/10","Alan Pardew"
"174","1","draw","09/10","Alan Pardew"
"175","3","win","09/10","Alan Pardew"
"176","0","lose","09/10","Alan Pardew"
"177","0","lose","09/10","Alan Pardew"
"178","3","win","09/10","Alan Pardew"
"179","3","win","09/10","Alan Pardew"
"180","1","draw","09/10","Alan Pardew"
"181","1","draw","09/10","Alan Pardew"
"182","1","draw","09/10","Alan Pardew"
"183","0","lose","09/10","Alan Pardew"
"184","0","lose","09/10","Alan Pardew"
"185","3","win","09/10","Alan Pardew"
"186","3","win","09/10","Alan Pardew"
"187","1","draw","09/10","Alan Pardew"
"188","3","win","09/10","Alan Pardew"
"189","3","win","09/10","Alan Pardew"
"190","3","win","09/10","Alan Pardew"
"191","0","lose","09/10","Alan Pardew"
"192","3","win","09/10","Alan Pardew"
"193","1","draw","09/10","Alan Pardew"
"194","0","lose","09/10","Alan Pardew"
"195","0","lose","09/10","Alan Pardew"
"196","3","win","09/10","Alan Pardew"
"197","0","lose","08/09","Alan Pardew"
"198","1","draw","08/09","Alan Pardew"
"199","1","draw","08/09","Alan Pardew"
"200","0","lose","08/09","Alan Pardew"
"201","3","win","08/09","Alan Pardew"
"202","0","lose","08/09","Alan Pardew"
"203","3","win","08/09","Alan Pardew"
"204","0","lose","08/09","Alan Pardew"
"205","0","lose","08/09","Alan Pardew"
"206","3","win","08/09","Alan Pardew"
"207","0","lose","07/08","Alan Pardew"
"208","1","draw","07/08","Alan Pardew"
"209","0","lose","07/08","Alan Pardew"
"210","0","lose","07/08","Alan Pardew"
"211","0","lose","07/08","Alan Pardew"
"212","3","win","07/08","Alan Pardew"
"213","1","draw","07/08","Alan Pardew"
"214","3","win","07/08","Alan Pardew"
"215","3","win","07/08","Alan Pardew"
"216","0","lose","07/08","Alan Pardew"
"217","1","draw","07/08","Alan Pardew"
"218","1","draw","07/08","Alan Pardew"
"219","1","draw","07/08","Alan Pardew"
"220","3","win","07/08","Alan Pardew"
"221","0","lose","07/08","Alan Pardew"
"222","3","win","07/08","Alan Pardew"
"223","3","win","07/08","Alan Pardew"
"224","0","lose","07/08","Alan Pardew"
"225","0","lose","07/08","Alan Pardew"
"226","3","win","07/08","Alan Pardew"
"227","0","lose","07/08","Alan Pardew"
"228","3","win","07/08","Alan Pardew"
"229","3","win","07/08","Alan Pardew"
"230","3","win","07/08","Alan Pardew"
"231","3","win","07/08","Alan Pardew"
"232","1","draw","06/07","Alan Pardew"
"233","0","lose","06/07","Alan Pardew"
"234","0","lose","06/07","Alan Pardew"
"235","1","draw","06/07","Alan Pardew"
"236","3","win","06/07","Alan Pardew"
"237","3","win","06/07","Alan Pardew"
"238","0","lose","06/07","Alan Pardew"
"239","3","win","06/07","Alan Pardew"
"240","0","lose","06/07","Alan Pardew"
"241","3","win","06/07","Alan Pardew"
"242","0","lose","06/07","Alan Pardew"
"243","3","win","06/07","Alan Pardew"
"244","0","lose","06/07","Alan Pardew"
"245","3","win","06/07","Alan Pardew"
"246","0","lose","06/07","Alan Pardew"
"247","0","lose","06/07","Alan Pardew"
"248","0","lose","06/07","Alan Pardew"
"249","0","lose","06/07","Alan Pardew"
"250","0","lose","06/07","Alan Pardew"
"251","3","win","06/07","Alan Pardew"
"252","3","win","05/06","Alan Pardew"
"253","0","lose","05/06","Alan Pardew"
"254","0","lose","05/06","Alan Pardew"
"255","0","lose","05/06","Alan Pardew"
"256","0","lose","05/06","Alan Pardew"
"257","3","win","05/06","Alan Pardew"
"258","3","win","05/06","Alan Pardew"
"259","1","draw","05/06","Alan Pardew"
"260","3","win","05/06","Alan Pardew"
"261","3","win","05/06","Alan Pardew"
"262","3","win","05/06","Alan Pardew"
"263","3","win","05/06","Alan Pardew"
"264","0","lose","05/06","Alan Pardew"
"265","1","draw","05/06","Alan Pardew"
"266","3","win","05/06","Alan Pardew"
"267","3","win","05/06","Alan Pardew"
"268","1","draw","05/06","Alan Pardew"
"269","0","lose","05/06","Alan Pardew"
"270","3","win","05/06","Alan Pardew"
"271","1","draw","05/06","Alan Pardew"
"272","3","win","05/06","Alan Pardew"
"273","3","win","05/06","Alan Pardew"
"274","1","draw","05/06","Alan Pardew"
"275","3","win","04/05","Alan Pardew"
"276","1","draw","04/05","Alan Pardew"
"277","0","lose","04/05","Alan Pardew"
"278","3","win","04/05","Alan Pardew"
"279","3","win","04/05","Alan Pardew"
"280","3","win","04/05","Alan Pardew"
"281","1","draw","04/05","Alan Pardew"
"282","0","lose","04/05","Alan Pardew"
"283","3","win","04/05","Alan Pardew"
"284","0","lose","04/05","Alan Pardew"
"285","1","draw","04/05","Alan Pardew"
"286","0","lose","04/05","Alan Pardew"
"287","0","lose","04/05","Alan Pardew"
"288","1","draw","04/05","Alan Pardew"
"289","0","lose","04/05","Alan Pardew"
"290","3","win","04/05","Alan Pardew"
"291","0","lose","04/05","Alan Pardew"
"292","3","win","04/05","Alan Pardew"
"293","1","draw","04/05","Alan Pardew"
"294","3","win","04/05","Alan Pardew"
"295","3","win","04/05","Alan Pardew"
"296","0","lose","04/05","Alan Pardew"
"297","3","win","04/05","Alan Pardew"
"298","0","lose","04/05","Alan Pardew"
"299","3","win","04/05","Alan Pardew"
"300","3","win","04/05","Alan Pardew"
"301","1","draw","03/04","Alan Pardew"
"302","3","win","03/04","Alan Pardew"
"303","0","lose","03/04","Alan Pardew"
"304","0","lose","03/04","Alan Pardew"
"305","0","lose","03/04","Alan Pardew"
"306","0","lose","03/04","Alan Pardew"
"307","1","draw","03/04","Alan Pardew"
"308","3","win","03/04","Alan Pardew"
"309","3","win","03/04","Alan Pardew"
"310","1","draw","03/04","Alan Pardew"
"311","3","win","03/04","Alan Pardew"
"312","1","draw","03/04","Alan Pardew"
"313","0","lose","03/04","Alan Pardew"
"314","3","win","03/04","Alan Pardew"
"315","1","draw","03/04","Alan Pardew"
"316","1","draw","03/04","Alan Pardew"
"317","1","draw","03/04","Alan Pardew"
"318","3","win","03/04","Alan Pardew"
"319","3","win","03/04","Alan Pardew"
"320","1","draw","03/04","Alan Pardew"
"321","3","win","02/03","Alan Pardew"
"322","0","lose","02/03","Alan Pardew"
"323","3","win","02/03","Alan Pardew"
"324","3","win","02/03","Alan Pardew"
"325","3","win","02/03","Alan Pardew"
"326","3","win","02/03","Alan Pardew"
"327","3","win","02/03","Alan Pardew"
"328","3","win","02/03","Alan Pardew"
"329","3","win","02/03","Alan Pardew"
"330","1","draw","02/03","Alan Pardew"
"331","3","win","02/03","Alan Pardew"
"332","0","lose","02/03","Alan Pardew"
"333","1","draw","02/03","Alan Pardew"
"334","3","win","02/03","Alan Pardew"
"335","3","win","02/03","Alan Pardew"
"336","3","win","02/03","Alan Pardew"
"337","3","win","02/03","Alan Pardew"
"338","1","draw","02/03","Alan Pardew"
"339","0","lose","02/03","Alan Pardew"
"340","1","draw","02/03","Alan Pardew"
"341","3","win","02/03","Alan Pardew"
"342","0","lose","02/03","Alan Pardew"
"343","0","lose","02/03","Alan Pardew"
"344","0","lose","16/17","Alan Pardew"
"345","0","lose","16/17","Alan Pardew"
"346","0","lose","16/17","Alan Pardew"
"347","3","win","16/17","Alan Pardew"
"348","3","win","16/17","Alan Pardew"
"349","1","draw","16/17","Alan Pardew"
"350","0","lose","16/17","Alan Pardew"
"351","0","lose","15/16","Alan Pardew"
"352","3","win","15/16","Alan Pardew"
"353","3","win","15/16","Alan Pardew"
"354","1","draw","15/16","Alan Pardew"
"355","3","win","15/16","Alan Pardew"
"356","0","lose","15/16","Alan Pardew"
"357","0","lose","15/16","Alan Pardew"
"358","0","lose","15/16","Alan Pardew"
"359","0","lose","15/16","Alan Pardew"
"360","0","lose","15/16","Alan Pardew"
"361","0","lose","15/16","Alan Pardew"
"362","0","lose","15/16","Alan Pardew"
"363","0","lose","15/16","Alan Pardew"
"364","1","draw","15/16","Alan Pardew"
"365","3","win","15/16","Alan Pardew"
"366","3","win","15/16","Alan Pardew"
"367","3","win","15/16","Alan Pardew"
"368","0","lose","15/16","Alan Pardew"
"369","0","lose","15/16","Alan Pardew"
"370","3","win","15/16","Alan Pardew"
"371","0","lose","15/16","Alan Pardew"
"372","3","win","15/16","Alan Pardew"
"373","3","win","15/16","Alan Pardew"
"374","3","win","15/16","Alan Pardew"
"375","3","win","14/15","Alan Pardew"
"376","0","lose","14/15","Alan Pardew"
"377","0","lose","14/15","Alan Pardew"
"378","3","win","14/15","Alan Pardew"
"379","3","win","14/15","Alan Pardew"
"380","3","win","14/15","Alan Pardew"
"381","0","lose","14/15","Alan Pardew"
"382","3","win","14/15","Alan Pardew"
"383","3","win","14/15","Alan Pardew"
"384","3","win","14/15","Alan Pardew"
"385","3","win","14/15","Alan Pardew"
"386","0","lose","14/15","Alan Pardew"
"387","0","lose","14/15","Alan Pardew"
"388","1","draw","14/15","Alan Pardew"
"389","3","win","14/15","Alan Pardew"
"390","3","win","14/15","Alan Pardew"
"391","3","win","14/15","Alan Pardew"
"392","1","draw","14/15","Alan Pardew"
"393","3","win","14/15","Alan Pardew"
"394","0","lose","14/15","Alan Pardew"
"395","3","win","14/15","Alan Pardew"
"396","0","lose","14/15","Alan Pardew"
"397","3","win","13/14","Alan Pardew"
"398","0","lose","13/14","Alan Pardew"
"399","0","lose","13/14","Alan Pardew"
"400","0","lose","13/14","Alan Pardew"
"401","3","win","13/14","Alan Pardew"
"402","0","lose","13/14","Alan Pardew"
"403","0","lose","13/14","Alan Pardew"
"404","3","win","13/14","Alan Pardew"
"405","0","lose","13/14","Alan Pardew"
"406","0","lose","13/14","Alan Pardew"
"407","3","win","13/14","Alan Pardew"
"408","3","win","13/14","Alan Pardew"
"409","3","win","13/14","Alan Pardew"
"410","3","win","13/14","Alan Pardew"
"411","0","lose","13/14","Alan Pardew"
"412","1","draw","13/14","Alan Pardew"
"413","0","lose","13/14","Alan Pardew"
"414","0","lose","13/14","Alan Pardew"
"415","3","win","13/14","Alan Pardew"
"416","1","draw","13/14","Alan Pardew"
"417","0","lose","12/13","Alan Pardew"
"418","1","draw","12/13","Alan Pardew"
"419","1","draw","12/13","Alan Pardew"
"420","1","draw","12/13","Alan Pardew"
"421","0","lose","12/13","Alan Pardew"
"422","0","lose","12/13","Alan Pardew"
"423","3","win","12/13","Alan Pardew"
"424","0","lose","12/13","Alan Pardew"
"425","3","win","12/13","Alan Pardew"
"426","0","lose","12/13","Alan Pardew"
"427","3","win","12/13","Alan Pardew"
"428","1","draw","12/13","Alan Pardew"
"429","0","lose","12/13","Alan Pardew"
"430","0","lose","12/13","Alan Pardew"
"431","0","lose","12/13","Alan Pardew"
"432","0","lose","12/13","Alan Pardew"
"433","0","lose","12/13","Alan Pardew"
"434","1","draw","12/13","Alan Pardew"
"435","0","lose","12/13","Alan Pardew"
"436","1","draw","12/13","Alan Pardew"
"437","3","win","12/13","Alan Pardew"
"438","0","lose","12/13","Alan Pardew"
"439","1","draw","12/13","Alan Pardew"
"440","3","win","12/13","Alan Pardew"
"441","1","draw","12/13","Alan Pardew"
"442","3","win","12/13","Alan Pardew"
"443","1","draw","12/13","Alan Pardew"
"444","0","lose","11/12","Alan Pardew"
"445","3","win","11/12","Alan Pardew"
"446","3","win","11/12","Alan Pardew"
"447","3","win","11/12","Alan Pardew"
"448","3","win","11/12","Alan Pardew"
"449","0","lose","11/12","Alan Pardew"
"450","1","draw","11/12","Alan Pardew"
"451","3","win","11/12","Alan Pardew"
"452","0","lose","11/12","Alan Pardew"
"453","3","win","11/12","Alan Pardew"
"454","3","win","11/12","Alan Pardew"
"455","3","win","11/12","Alan Pardew"
"456","1","draw","11/12","Alan Pardew"
"457","0","lose","11/12","Alan Pardew"
"458","0","lose","11/12","Alan Pardew"
"459","3","win","11/12","Alan Pardew"
"460","3","win","11/12","Alan Pardew"
"461","3","win","11/12","Alan Pardew"
"462","3","win","11/12","Alan Pardew"
"463","1","draw","11/12","Alan Pardew"
"464","3","win","11/12","Alan Pardew"
"465","1","draw","11/12","Alan Pardew"
"466","1","draw","10/11","Alan Pardew"
"467","0","lose","10/11","Alan Pardew"
"468","1","draw","10/11","Alan Pardew"
"469","3","win","10/11","Alan Pardew"
"470","0","lose","10/11","Alan Pardew"
"471","3","win","10/11","Alan Pardew"
"472","1","draw","10/11","Alan Pardew"
"473","1","draw","10/11","Alan Pardew"
"474","0","lose","10/11","Alan Pardew"
"475","3","win","10/11","Alan Pardew"
"476","0","lose","10/11","Alan Pardew"
"477","3","win","10/11","Alan Pardew"
"478","1","draw","10/11","Alan Pardew"
"479","0","lose","10/11","Alan Pardew"
"480","0","lose","09/10","Alan Pardew"
"481","1","draw","09/10","Alan Pardew"
"482","3","win","09/10","Alan Pardew"
"483","3","win","09/10","Alan Pardew"
"484","3","win","09/10","Alan Pardew"
"485","3","win","09/10","Alan Pardew"
"486","3","win","09/10","Alan Pardew"
"487","3","win","09/10","Alan Pardew"
"488","1","draw","09/10","Alan Pardew"
"489","0","lose","09/10","Alan Pardew"
"490","3","win","09/10","Alan Pardew"
"491","3","win","09/10","Alan Pardew"
"492","3","win","09/10","Alan Pardew"
"493","3","win","09/10","Alan Pardew"
"494","3","win","09/10","Alan Pardew"
"495","3","win","09/10","Alan Pardew"
"496","3","win","09/10","Alan Pardew"
"497","0","lose","09/10","Alan Pardew"
"498","1","draw","09/10","Alan Pardew"
"499","3","win","09/10","Alan Pardew"
"500","3","win","09/10","Alan Pardew"
"501","1","draw","09/10","Alan Pardew"
"502","1","draw","09/10","Alan Pardew"
"503","1","draw","09/10","Alan Pardew"
"504","1","draw","09/10","Alan Pardew"
"505","0","lose","09/10","Alan Pardew"
"506","1","draw","09/10","Alan Pardew"
"507","0","lose","08/09","Alan Pardew"
"508","0","lose","08/09","Alan Pardew"
"509","1","draw","08/09","Alan Pardew"
"510","0","lose","08/09","Alan Pardew"
"511","0","lose","08/09","Alan Pardew"
"512","1","draw","08/09","Alan Pardew"
"513","0","lose","08/09","Alan Pardew"
"514","3","win","08/09","Alan Pardew"
"515","0","lose","08/09","Alan Pardew"
"516","3","win","07/08","Alan Pardew"
"517","0","lose","07/08","Alan Pardew"
"518","3","win","07/08","Alan Pardew"
"519","1","draw","07/08","Alan Pardew"
"520","0","lose","07/08","Alan Pardew"
"521","1","draw","07/08","Alan Pardew"
"522","0","lose","07/08","Alan Pardew"
"523","1","draw","07/08","Alan Pardew"
"524","0","lose","07/08","Alan Pardew"
"525","1","draw","07/08","Alan Pardew"
"526","3","win","07/08","Alan Pardew"
"527","0","lose","07/08","Alan Pardew"
"528","1","draw","07/08","Alan Pardew"
"529","0","lose","07/08","Alan Pardew"
"530","3","win","07/08","Alan Pardew"
"531","0","lose","07/08","Alan Pardew"
"532","3","win","07/08","Alan Pardew"
"533","3","win","07/08","Alan Pardew"
"534","0","lose","07/08","Alan Pardew"
"535","1","draw","07/08","Alan Pardew"
"536","1","draw","07/08","Alan Pardew"
"537","3","win","07/08","Alan Pardew"
"538","1","draw","07/08","Alan Pardew"
"539","3","win","07/08","Alan Pardew"
"540","0","lose","07/08","Alan Pardew"
"541","1","draw","07/08","Alan Pardew"
"542","0","lose","06/07","Alan Pardew"
"543","1","draw","06/07","Alan Pardew"
"544","1","draw","06/07","Alan Pardew"
"545","3","win","06/07","Alan Pardew"
"546","1","draw","06/07","Alan Pardew"
"547","0","lose","06/07","Alan Pardew"
"548","1","draw","06/07","Alan Pardew"
"549","0","lose","06/07","Alan Pardew"
"550","0","lose","06/07","Alan Pardew"
"551","0","lose","06/07","Alan Pardew"
"552","0","lose","06/07","Alan Pardew"
"553","0","lose","06/07","Alan Pardew"
"554","3","win","06/07","Alan Pardew"
"555","0","lose","06/07","Alan Pardew"
"556","0","lose","06/07","Alan Pardew"
"557","0","lose","06/07","Alan Pardew"
"558","0","lose","06/07","Alan Pardew"
"559","1","draw","06/07","Alan Pardew"
"560","1","draw","06/07","Alan Pardew"
"561","0","lose","05/06","Alan Pardew"
"562","3","win","05/06","Alan Pardew"
"563","3","win","05/06","Alan Pardew"
"564","3","win","05/06","Alan Pardew"
"565","1","draw","05/06","Alan Pardew"
"566","3","win","05/06","Alan Pardew"
"567","0","lose","05/06","Alan Pardew"
"568","0","lose","05/06","Alan Pardew"
"569","1","draw","05/06","Alan Pardew"
"570","3","win","05/06","Alan Pardew"
"571","3","win","05/06","Alan Pardew"
"572","3","win","05/06","Alan Pardew"
"573","0","lose","05/06","Alan Pardew"
"574","0","lose","05/06","Alan Pardew"
"575","0","lose","05/06","Alan Pardew"
"576","0","lose","05/06","Alan Pardew"
"577","0","lose","05/06","Alan Pardew"
"578","3","win","05/06","Alan Pardew"
"579","0","lose","05/06","Alan Pardew"
"580","0","lose","05/06","Alan Pardew"
"581","1","draw","05/06","Alan Pardew"
"582","3","win","05/06","Alan Pardew"
"583","0","lose","05/06","Alan Pardew"
"584","3","win","05/06","Alan Pardew"
"585","3","win","04/05","Alan Pardew"
"586","3","win","04/05","Alan Pardew"
"587","1","draw","04/05","Alan Pardew"
"588","1","draw","04/05","Alan Pardew"
"589","3","win","04/05","Alan Pardew"
"590","1","draw","04/05","Alan Pardew"
"591","0","lose","04/05","Alan Pardew"
"592","0","lose","04/05","Alan Pardew"
"593","3","win","04/05","Alan Pardew"
"594","3","win","04/05","Alan Pardew"
"595","0","lose","04/05","Alan Pardew"
"596","3","win","04/05","Alan Pardew"
"597","3","win","04/05","Alan Pardew"
"598","3","win","04/05","Alan Pardew"
"599","1","draw","04/05","Alan Pardew"
"600","3","win","04/05","Alan Pardew"
"601","0","lose","04/05","Alan Pardew"
"602","0","lose","04/05","Alan Pardew"
"603","3","win","04/05","Alan Pardew"
"604","0","lose","04/05","Alan Pardew"
"605","1","draw","04/05","Alan Pardew"
"606","1","draw","04/05","Alan Pardew"
"607","3","win","04/05","Alan Pardew"
"608","3","win","04/05","Alan Pardew"
"609","0","lose","04/05","Alan Pardew"
"610","1","draw","04/05","Alan Pardew"
"611","3","win","03/04","Alan Pardew"
"612","3","win","03/04","Alan Pardew"
"613","1","draw","03/04","Alan Pardew"
"614","3","win","03/04","Alan Pardew"
"615","3","win","03/04","Alan Pardew"
"616","3","win","03/04","Alan Pardew"
"617","1","draw","03/04","Alan Pardew"
"618","1","draw","03/04","Alan Pardew"
"619","3","win","03/04","Alan Pardew"
"620","0","lose","03/04","Alan Pardew"
"621","0","lose","03/04","Alan Pardew"
"622","3","win","03/04","Alan Pardew"
"623","1","draw","03/04","Alan Pardew"
"624","1","draw","03/04","Alan Pardew"
"625","0","lose","03/04","Alan Pardew"
"626","1","draw","03/04","Alan Pardew"
"627","3","win","03/04","Alan Pardew"
"628","1","draw","03/04","Alan Pardew"
"629","3","win","03/04","Alan Pardew"
"630","0","lose","02/03","Alan Pardew"
"631","3","win","02/03","Alan Pardew"
"632","3","win","02/03","Alan Pardew"
"633","0","lose","02/03","Alan Pardew"
"634","0","lose","02/03","Alan Pardew"
"635","0","lose","02/03","Alan Pardew"
"636","0","lose","02/03","Alan Pardew"
"637","3","win","02/03","Alan Pardew"
"638","3","win","02/03","Alan Pardew"
"639","0","lose","02/03","Alan Pardew"
"640","0","lose","02/03","Alan Pardew"
"641","0","lose","02/03","Alan Pardew"
"642","0","lose","02/03","Alan Pardew"
"643","3","win","02/03","Alan Pardew"
"644","3","win","02/03","Alan Pardew"
"645","3","win","02/03","Alan Pardew"
"646","0","lose","02/03","Alan Pardew"
"647","3","win","02/03","Alan Pardew"
"648","3","win","02/03","Alan Pardew"
"649","0","lose","02/03","Alan Pardew"
"650","3","win","02/03","Alan Pardew"
"651","0","lose","02/03","Alan Pardew"
"652","3","win","02/03","Alan Pardew"
"653","0","lose","14/15","Alan Irvine"
"654","0","lose","14/15","Alan Irvine"
"655","1","draw","14/15","Alan Irvine"
"656","0","lose","14/15","Alan Irvine"
"657","0","lose","14/15","Alan Irvine"
"658","0","lose","14/15","Alan Irvine"
"659","1","draw","14/15","Alan Irvine"
"660","3","win","14/15","Alan Irvine"
"661","3","win","14/15","Alan Irvine"
"662","0","lose","14/15","Alan Irvine"
"663","1","draw","14/15","Alan Irvine"
"664","0","lose","10/11","Alan Irvine"
"665","1","draw","10/11","Alan Irvine"
"666","1","draw","10/11","Alan Irvine"
"667","0","lose","10/11","Alan Irvine"
"668","3","win","10/11","Alan Irvine"
"669","0","lose","10/11","Alan Irvine"
"670","3","win","10/11","Alan Irvine"
"671","3","win","10/11","Alan Irvine"
"672","0","lose","10/11","Alan Irvine"
"673","1","draw","10/11","Alan Irvine"
"674","3","win","10/11","Alan Irvine"
"675","1","draw","10/11","Alan Irvine"
"676","0","lose","10/11","Alan Irvine"
"677","0","lose","10/11","Alan Irvine"
"678","0","lose","10/11","Alan Irvine"
