"","match_point","match_flag","coach_name","season_edits"
"1",0,"lose","Alan Curtis",2015
"2",3,"win","Alan Curtis",2015
"3",0,"lose","Alan Curtis",2015
"4",0,"lose","Alan Curtis",2015
"5",3,"win","Alan Curtis",2015
"6",0,"lose","Alan Curtis",2015
"7",1,"draw","Alan Curtis",2011
"8",0,"lose","Alan Curtis",2011
"9",1,"draw","Alan Curtis",2011
"10",1,"draw","Alan Curtis",2011
"11",0,"lose","Alan Curtis",2011
"12",1,"draw","Alan Curtis",2011
"13",3,"win","Alan Curtis",2011
"14",3,"win","Alan Curtis",2011
"15",0,"lose","Alan Curtis",2011
"16",3,"win","Alan Curtis",2011
"17",3,"win","Alan Curtis",2011
"18",3,"win","Alan Curtis",2015
"19",3,"win","Alan Curtis",2015
"20",0,"lose","Alan Curtis",2015
"21",1,"draw","Alan Curtis",2015
"22",1,"draw","Alan Curtis",2015
"23",0,"lose","Alan Curtis",2011
"24",1,"draw","Alan Curtis",2011
"25",1,"draw","Alan Curtis",2011
"26",0,"lose","Alan Curtis",2011
"27",0,"lose","Alan Curtis",2011
"28",0,"lose","Alan Curtis",2011
"29",0,"lose","Alan Curtis",2011
"30",1,"draw","Alan Curtis",2011
"31",1,"draw","Alan Curtis",2011
"32",0,"lose","Alan Curtis",2011
"33",0,"lose","Alan Curtis",2011
"34",0,"lose","Alan Pardew",2016
"35",0,"lose","Alan Pardew",2016
"36",0,"lose","Alan Pardew",2016
"37",1,"draw","Alan Pardew",2016
"38",0,"lose","Alan Pardew",2016
"39",3,"win","Alan Pardew",2016
"40",3,"win","Alan Pardew",2016
"41",0,"lose","Alan Pardew",2016
"42",0,"lose","Alan Pardew",2015
"43",0,"lose","Alan Pardew",2015
"44",0,"lose","Alan Pardew",2015
"45",1,"draw","Alan Pardew",2015
"46",1,"draw","Alan Pardew",2015
"47",3,"win","Alan Pardew",2015
"48",1,"draw","Alan Pardew",2015
"49",3,"win","Alan Pardew",2015
"50",1,"draw","Alan Pardew",2015
"51",3,"win","Alan Pardew",2015
"52",0,"lose","Alan Pardew",2015
"53",3,"win","Alan Pardew",2015
"54",1,"draw","Alan Pardew",2015
"55",3,"win","Alan Pardew",2015
"56",1,"draw","Alan Pardew",2015
"57",0,"lose","Alan Pardew",2015
"58",1,"draw","Alan Pardew",2015
"59",0,"lose","Alan Pardew",2015
"60",3,"win","Alan Pardew",2015
"61",3,"win","Alan Pardew",2015
"62",0,"lose","Alan Pardew",2015
"63",3,"win","Alan Pardew",2015
"64",0,"lose","Alan Pardew",2015
"65",3,"win","Alan Pardew",2014
"66",0,"lose","Alan Pardew",2014
"67",0,"lose","Alan Pardew",2014
"68",3,"win","Alan Pardew",2014
"69",3,"win","Alan Pardew",2014
"70",0,"lose","Alan Pardew",2014
"71",0,"lose","Alan Pardew",2014
"72",1,"draw","Alan Pardew",2014
"73",0,"lose","Alan Pardew",2014
"74",3,"win","Alan Pardew",2014
"75",3,"win","Alan Pardew",2014
"76",0,"lose","Alan Pardew",2014
"77",0,"lose","Alan Pardew",2014
"78",3,"win","Alan Pardew",2014
"79",0,"lose","Alan Pardew",2014
"80",3,"win","Alan Pardew",2014
"81",3,"win","Alan Pardew",2014
"82",3,"win","Alan Pardew",2014
"83",0,"lose","Alan Pardew",2014
"84",1,"draw","Alan Pardew",2014
"85",1,"draw","Alan Pardew",2014
"86",1,"draw","Alan Pardew",2014
"87",0,"lose","Alan Pardew",2013
"88",0,"lose","Alan Pardew",2013
"89",0,"lose","Alan Pardew",2013
"90",0,"lose","Alan Pardew",2013
"91",3,"win","Alan Pardew",2013
"92",3,"win","Alan Pardew",2013
"93",0,"lose","Alan Pardew",2013
"94",1,"draw","Alan Pardew",2013
"95",0,"lose","Alan Pardew",2013
"96",0,"lose","Alan Pardew",2013
"97",3,"win","Alan Pardew",2013
"98",1,"draw","Alan Pardew",2013
"99",0,"lose","Alan Pardew",2013
"100",3,"win","Alan Pardew",2013
"101",3,"win","Alan Pardew",2013
"102",0,"lose","Alan Pardew",2013
"103",3,"win","Alan Pardew",2013
"104",3,"win","Alan Pardew",2013
"105",3,"win","Alan Pardew",2013
"106",3,"win","Alan Pardew",2013
"107",0,"lose","Alan Pardew",2013
"108",3,"win","Alan Pardew",2012
"109",0,"lose","Alan Pardew",2012
"110",0,"lose","Alan Pardew",2012
"111",3,"win","Alan Pardew",2012
"112",0,"lose","Alan Pardew",2012
"113",3,"win","Alan Pardew",2012
"114",1,"draw","Alan Pardew",2012
"115",3,"win","Alan Pardew",2012
"116",1,"draw","Alan Pardew",2012
"117",3,"win","Alan Pardew",2012
"118",0,"lose","Alan Pardew",2012
"119",0,"lose","Alan Pardew",2012
"120",0,"lose","Alan Pardew",2012
"121",3,"win","Alan Pardew",2012
"122",0,"lose","Alan Pardew",2012
"123",3,"win","Alan Pardew",2012
"124",0,"lose","Alan Pardew",2012
"125",0,"lose","Alan Pardew",2012
"126",1,"draw","Alan Pardew",2012
"127",3,"win","Alan Pardew",2012
"128",1,"draw","Alan Pardew",2012
"129",3,"win","Alan Pardew",2012
"130",0,"lose","Alan Pardew",2012
"131",1,"draw","Alan Pardew",2012
"132",1,"draw","Alan Pardew",2012
"133",0,"lose","Alan Pardew",2012
"134",3,"win","Alan Pardew",2012
"135",0,"lose","Alan Pardew",2011
"136",0,"lose","Alan Pardew",2011
"137",3,"win","Alan Pardew",2011
"138",3,"win","Alan Pardew",2011
"139",3,"win","Alan Pardew",2011
"140",1,"draw","Alan Pardew",2011
"141",0,"lose","Alan Pardew",2011
"142",3,"win","Alan Pardew",2011
"143",0,"lose","Alan Pardew",2011
"144",3,"win","Alan Pardew",2011
"145",0,"lose","Alan Pardew",2011
"146",0,"lose","Alan Pardew",2011
"147",0,"lose","Alan Pardew",2011
"148",1,"draw","Alan Pardew",2011
"149",3,"win","Alan Pardew",2011
"150",0,"lose","Alan Pardew",2011
"151",1,"draw","Alan Pardew",2011
"152",3,"win","Alan Pardew",2011
"153",1,"draw","Alan Pardew",2011
"154",3,"win","Alan Pardew",2011
"155",3,"win","Alan Pardew",2011
"156",1,"draw","Alan Pardew",2010
"157",3,"win","Alan Pardew",2010
"158",1,"draw","Alan Pardew",2010
"159",0,"lose","Alan Pardew",2010
"160",0,"lose","Alan Pardew",2010
"161",1,"draw","Alan Pardew",2010
"162",1,"draw","Alan Pardew",2010
"163",0,"lose","Alan Pardew",2010
"164",1,"draw","Alan Pardew",2010
"165",3,"win","Alan Pardew",2010
"166",0,"lose","Alan Pardew",2010
"167",3,"win","Alan Pardew",2010
"168",0,"lose","Alan Pardew",2010
"169",3,"win","Alan Pardew",2010
"170",3,"win","Alan Pardew",2009
"171",3,"win","Alan Pardew",2009
"172",3,"win","Alan Pardew",2009
"173",3,"win","Alan Pardew",2009
"174",1,"draw","Alan Pardew",2009
"175",3,"win","Alan Pardew",2009
"176",0,"lose","Alan Pardew",2009
"177",0,"lose","Alan Pardew",2009
"178",3,"win","Alan Pardew",2009
"179",3,"win","Alan Pardew",2009
"180",1,"draw","Alan Pardew",2009
"181",1,"draw","Alan Pardew",2009
"182",1,"draw","Alan Pardew",2009
"183",0,"lose","Alan Pardew",2009
"184",0,"lose","Alan Pardew",2009
"185",3,"win","Alan Pardew",2009
"186",3,"win","Alan Pardew",2009
"187",1,"draw","Alan Pardew",2009
"188",3,"win","Alan Pardew",2009
"189",3,"win","Alan Pardew",2009
"190",3,"win","Alan Pardew",2009
"191",0,"lose","Alan Pardew",2009
"192",3,"win","Alan Pardew",2009
"193",1,"draw","Alan Pardew",2009
"194",0,"lose","Alan Pardew",2009
"195",0,"lose","Alan Pardew",2009
"196",3,"win","Alan Pardew",2009
"197",0,"lose","Alan Pardew",2008
"198",1,"draw","Alan Pardew",2008
"199",1,"draw","Alan Pardew",2008
"200",0,"lose","Alan Pardew",2008
"201",3,"win","Alan Pardew",2008
"202",0,"lose","Alan Pardew",2008
"203",3,"win","Alan Pardew",2008
"204",0,"lose","Alan Pardew",2008
"205",0,"lose","Alan Pardew",2008
"206",3,"win","Alan Pardew",2008
"207",0,"lose","Alan Pardew",2007
"208",1,"draw","Alan Pardew",2007
"209",0,"lose","Alan Pardew",2007
"210",0,"lose","Alan Pardew",2007
"211",0,"lose","Alan Pardew",2007
"212",3,"win","Alan Pardew",2007
"213",1,"draw","Alan Pardew",2007
"214",3,"win","Alan Pardew",2007
"215",3,"win","Alan Pardew",2007
"216",0,"lose","Alan Pardew",2007
"217",1,"draw","Alan Pardew",2007
"218",1,"draw","Alan Pardew",2007
"219",1,"draw","Alan Pardew",2007
"220",3,"win","Alan Pardew",2007
"221",0,"lose","Alan Pardew",2007
"222",3,"win","Alan Pardew",2007
"223",3,"win","Alan Pardew",2007
"224",0,"lose","Alan Pardew",2007
"225",0,"lose","Alan Pardew",2007
"226",3,"win","Alan Pardew",2007
"227",0,"lose","Alan Pardew",2007
"228",3,"win","Alan Pardew",2007
"229",3,"win","Alan Pardew",2007
"230",3,"win","Alan Pardew",2007
"231",3,"win","Alan Pardew",2007
"232",1,"draw","Alan Pardew",2006
"233",0,"lose","Alan Pardew",2006
"234",0,"lose","Alan Pardew",2006
"235",1,"draw","Alan Pardew",2006
"236",3,"win","Alan Pardew",2006
"237",3,"win","Alan Pardew",2006
"238",0,"lose","Alan Pardew",2006
"239",3,"win","Alan Pardew",2006
"240",0,"lose","Alan Pardew",2006
"241",3,"win","Alan Pardew",2006
"242",0,"lose","Alan Pardew",2006
"243",3,"win","Alan Pardew",2006
"244",0,"lose","Alan Pardew",2006
"245",3,"win","Alan Pardew",2006
"246",0,"lose","Alan Pardew",2006
"247",0,"lose","Alan Pardew",2006
"248",0,"lose","Alan Pardew",2006
"249",0,"lose","Alan Pardew",2006
"250",0,"lose","Alan Pardew",2006
"251",3,"win","Alan Pardew",2006
"252",3,"win","Alan Pardew",2005
"253",0,"lose","Alan Pardew",2005
"254",0,"lose","Alan Pardew",2005
"255",0,"lose","Alan Pardew",2005
"256",0,"lose","Alan Pardew",2005
"257",3,"win","Alan Pardew",2005
"258",3,"win","Alan Pardew",2005
"259",1,"draw","Alan Pardew",2005
"260",3,"win","Alan Pardew",2005
"261",3,"win","Alan Pardew",2005
"262",3,"win","Alan Pardew",2005
"263",3,"win","Alan Pardew",2005
"264",0,"lose","Alan Pardew",2005
"265",1,"draw","Alan Pardew",2005
"266",3,"win","Alan Pardew",2005
"267",3,"win","Alan Pardew",2005
"268",1,"draw","Alan Pardew",2005
"269",0,"lose","Alan Pardew",2005
"270",3,"win","Alan Pardew",2005
"271",1,"draw","Alan Pardew",2005
"272",3,"win","Alan Pardew",2005
"273",3,"win","Alan Pardew",2005
"274",1,"draw","Alan Pardew",2005
"275",3,"win","Alan Pardew",2004
"276",1,"draw","Alan Pardew",2004
"277",0,"lose","Alan Pardew",2004
"278",3,"win","Alan Pardew",2004
"279",3,"win","Alan Pardew",2004
"280",3,"win","Alan Pardew",2004
"281",1,"draw","Alan Pardew",2004
"282",0,"lose","Alan Pardew",2004
"283",3,"win","Alan Pardew",2004
"284",0,"lose","Alan Pardew",2004
"285",1,"draw","Alan Pardew",2004
"286",0,"lose","Alan Pardew",2004
"287",0,"lose","Alan Pardew",2004
"288",1,"draw","Alan Pardew",2004
"289",0,"lose","Alan Pardew",2004
"290",3,"win","Alan Pardew",2004
"291",0,"lose","Alan Pardew",2004
"292",3,"win","Alan Pardew",2004
"293",1,"draw","Alan Pardew",2004
"294",3,"win","Alan Pardew",2004
"295",3,"win","Alan Pardew",2004
"296",0,"lose","Alan Pardew",2004
"297",3,"win","Alan Pardew",2004
"298",0,"lose","Alan Pardew",2004
"299",3,"win","Alan Pardew",2004
"300",3,"win","Alan Pardew",2004
"301",1,"draw","Alan Pardew",2003
"302",3,"win","Alan Pardew",2003
"303",0,"lose","Alan Pardew",2003
"304",0,"lose","Alan Pardew",2003
"305",0,"lose","Alan Pardew",2003
"306",0,"lose","Alan Pardew",2003
"307",1,"draw","Alan Pardew",2003
"308",3,"win","Alan Pardew",2003
"309",3,"win","Alan Pardew",2003
"310",1,"draw","Alan Pardew",2003
"311",3,"win","Alan Pardew",2003
"312",1,"draw","Alan Pardew",2003
"313",0,"lose","Alan Pardew",2003
"314",3,"win","Alan Pardew",2003
"315",1,"draw","Alan Pardew",2003
"316",1,"draw","Alan Pardew",2003
"317",1,"draw","Alan Pardew",2003
"318",3,"win","Alan Pardew",2003
"319",3,"win","Alan Pardew",2003
"320",1,"draw","Alan Pardew",2003
"321",3,"win","Alan Pardew",2002
"322",0,"lose","Alan Pardew",2002
"323",3,"win","Alan Pardew",2002
"324",3,"win","Alan Pardew",2002
"325",3,"win","Alan Pardew",2002
"326",3,"win","Alan Pardew",2002
"327",3,"win","Alan Pardew",2002
"328",3,"win","Alan Pardew",2002
"329",3,"win","Alan Pardew",2002
"330",1,"draw","Alan Pardew",2002
"331",3,"win","Alan Pardew",2002
"332",0,"lose","Alan Pardew",2002
"333",1,"draw","Alan Pardew",2002
"334",3,"win","Alan Pardew",2002
"335",3,"win","Alan Pardew",2002
"336",3,"win","Alan Pardew",2002
"337",3,"win","Alan Pardew",2002
"338",1,"draw","Alan Pardew",2002
"339",0,"lose","Alan Pardew",2002
"340",1,"draw","Alan Pardew",2002
"341",3,"win","Alan Pardew",2002
"342",0,"lose","Alan Pardew",2002
"343",0,"lose","Alan Pardew",2002
"344",0,"lose","Alan Pardew",2016
"345",0,"lose","Alan Pardew",2016
"346",0,"lose","Alan Pardew",2016
"347",3,"win","Alan Pardew",2016
"348",3,"win","Alan Pardew",2016
"349",1,"draw","Alan Pardew",2016
"350",0,"lose","Alan Pardew",2016
"351",0,"lose","Alan Pardew",2015
"352",3,"win","Alan Pardew",2015
"353",3,"win","Alan Pardew",2015
"354",1,"draw","Alan Pardew",2015
"355",3,"win","Alan Pardew",2015
"356",0,"lose","Alan Pardew",2015
"357",0,"lose","Alan Pardew",2015
"358",0,"lose","Alan Pardew",2015
"359",0,"lose","Alan Pardew",2015
"360",0,"lose","Alan Pardew",2015
"361",0,"lose","Alan Pardew",2015
"362",0,"lose","Alan Pardew",2015
"363",0,"lose","Alan Pardew",2015
"364",1,"draw","Alan Pardew",2015
"365",3,"win","Alan Pardew",2015
"366",3,"win","Alan Pardew",2015
"367",3,"win","Alan Pardew",2015
"368",0,"lose","Alan Pardew",2015
"369",0,"lose","Alan Pardew",2015
"370",3,"win","Alan Pardew",2015
"371",0,"lose","Alan Pardew",2015
"372",3,"win","Alan Pardew",2015
"373",3,"win","Alan Pardew",2015
"374",3,"win","Alan Pardew",2015
"375",3,"win","Alan Pardew",2014
"376",0,"lose","Alan Pardew",2014
"377",0,"lose","Alan Pardew",2014
"378",3,"win","Alan Pardew",2014
"379",3,"win","Alan Pardew",2014
"380",3,"win","Alan Pardew",2014
"381",0,"lose","Alan Pardew",2014
"382",3,"win","Alan Pardew",2014
"383",3,"win","Alan Pardew",2014
"384",3,"win","Alan Pardew",2014
"385",3,"win","Alan Pardew",2014
"386",0,"lose","Alan Pardew",2014
"387",0,"lose","Alan Pardew",2014
"388",1,"draw","Alan Pardew",2014
"389",3,"win","Alan Pardew",2014
"390",3,"win","Alan Pardew",2014
"391",3,"win","Alan Pardew",2014
"392",1,"draw","Alan Pardew",2014
"393",3,"win","Alan Pardew",2014
"394",0,"lose","Alan Pardew",2014
"395",3,"win","Alan Pardew",2014
"396",0,"lose","Alan Pardew",2014
"397",3,"win","Alan Pardew",2013
"398",0,"lose","Alan Pardew",2013
"399",0,"lose","Alan Pardew",2013
"400",0,"lose","Alan Pardew",2013
"401",3,"win","Alan Pardew",2013
"402",0,"lose","Alan Pardew",2013
"403",0,"lose","Alan Pardew",2013
"404",3,"win","Alan Pardew",2013
"405",0,"lose","Alan Pardew",2013
"406",0,"lose","Alan Pardew",2013
"407",3,"win","Alan Pardew",2013
"408",3,"win","Alan Pardew",2013
"409",3,"win","Alan Pardew",2013
"410",3,"win","Alan Pardew",2013
"411",0,"lose","Alan Pardew",2013
"412",1,"draw","Alan Pardew",2013
"413",0,"lose","Alan Pardew",2013
"414",0,"lose","Alan Pardew",2013
"415",3,"win","Alan Pardew",2013
"416",1,"draw","Alan Pardew",2013
"417",0,"lose","Alan Pardew",2012
"418",1,"draw","Alan Pardew",2012
"419",1,"draw","Alan Pardew",2012
"420",1,"draw","Alan Pardew",2012
"421",0,"lose","Alan Pardew",2012
"422",0,"lose","Alan Pardew",2012
"423",3,"win","Alan Pardew",2012
"424",0,"lose","Alan Pardew",2012
"425",3,"win","Alan Pardew",2012
"426",0,"lose","Alan Pardew",2012
"427",3,"win","Alan Pardew",2012
"428",1,"draw","Alan Pardew",2012
"429",0,"lose","Alan Pardew",2012
"430",0,"lose","Alan Pardew",2012
"431",0,"lose","Alan Pardew",2012
"432",0,"lose","Alan Pardew",2012
"433",0,"lose","Alan Pardew",2012
"434",1,"draw","Alan Pardew",2012
"435",0,"lose","Alan Pardew",2012
"436",1,"draw","Alan Pardew",2012
"437",3,"win","Alan Pardew",2012
"438",0,"lose","Alan Pardew",2012
"439",1,"draw","Alan Pardew",2012
"440",3,"win","Alan Pardew",2012
"441",1,"draw","Alan Pardew",2012
"442",3,"win","Alan Pardew",2012
"443",1,"draw","Alan Pardew",2012
"444",0,"lose","Alan Pardew",2011
"445",3,"win","Alan Pardew",2011
"446",3,"win","Alan Pardew",2011
"447",3,"win","Alan Pardew",2011
"448",3,"win","Alan Pardew",2011
"449",0,"lose","Alan Pardew",2011
"450",1,"draw","Alan Pardew",2011
"451",3,"win","Alan Pardew",2011
"452",0,"lose","Alan Pardew",2011
"453",3,"win","Alan Pardew",2011
"454",3,"win","Alan Pardew",2011
"455",3,"win","Alan Pardew",2011
"456",1,"draw","Alan Pardew",2011
"457",0,"lose","Alan Pardew",2011
"458",0,"lose","Alan Pardew",2011
"459",3,"win","Alan Pardew",2011
"460",3,"win","Alan Pardew",2011
"461",3,"win","Alan Pardew",2011
"462",3,"win","Alan Pardew",2011
"463",1,"draw","Alan Pardew",2011
"464",3,"win","Alan Pardew",2011
"465",1,"draw","Alan Pardew",2011
"466",1,"draw","Alan Pardew",2010
"467",0,"lose","Alan Pardew",2010
"468",1,"draw","Alan Pardew",2010
"469",3,"win","Alan Pardew",2010
"470",0,"lose","Alan Pardew",2010
"471",3,"win","Alan Pardew",2010
"472",1,"draw","Alan Pardew",2010
"473",1,"draw","Alan Pardew",2010
"474",0,"lose","Alan Pardew",2010
"475",3,"win","Alan Pardew",2010
"476",0,"lose","Alan Pardew",2010
"477",3,"win","Alan Pardew",2010
"478",1,"draw","Alan Pardew",2010
"479",0,"lose","Alan Pardew",2010
"480",0,"lose","Alan Pardew",2009
"481",1,"draw","Alan Pardew",2009
"482",3,"win","Alan Pardew",2009
"483",3,"win","Alan Pardew",2009
"484",3,"win","Alan Pardew",2009
"485",3,"win","Alan Pardew",2009
"486",3,"win","Alan Pardew",2009
"487",3,"win","Alan Pardew",2009
"488",1,"draw","Alan Pardew",2009
"489",0,"lose","Alan Pardew",2009
"490",3,"win","Alan Pardew",2009
"491",3,"win","Alan Pardew",2009
"492",3,"win","Alan Pardew",2009
"493",3,"win","Alan Pardew",2009
"494",3,"win","Alan Pardew",2009
"495",3,"win","Alan Pardew",2009
"496",3,"win","Alan Pardew",2009
"497",0,"lose","Alan Pardew",2009
"498",1,"draw","Alan Pardew",2009
"499",3,"win","Alan Pardew",2009
"500",3,"win","Alan Pardew",2009
"501",1,"draw","Alan Pardew",2009
"502",1,"draw","Alan Pardew",2009
"503",1,"draw","Alan Pardew",2009
"504",1,"draw","Alan Pardew",2009
"505",0,"lose","Alan Pardew",2009
"506",1,"draw","Alan Pardew",2009
"507",0,"lose","Alan Pardew",2008
"508",0,"lose","Alan Pardew",2008
"509",1,"draw","Alan Pardew",2008
"510",0,"lose","Alan Pardew",2008
"511",0,"lose","Alan Pardew",2008
"512",1,"draw","Alan Pardew",2008
"513",0,"lose","Alan Pardew",2008
"514",3,"win","Alan Pardew",2008
"515",0,"lose","Alan Pardew",2008
"516",3,"win","Alan Pardew",2007
"517",0,"lose","Alan Pardew",2007
"518",3,"win","Alan Pardew",2007
"519",1,"draw","Alan Pardew",2007
"520",0,"lose","Alan Pardew",2007
"521",1,"draw","Alan Pardew",2007
"522",0,"lose","Alan Pardew",2007
"523",1,"draw","Alan Pardew",2007
"524",0,"lose","Alan Pardew",2007
"525",1,"draw","Alan Pardew",2007
"526",3,"win","Alan Pardew",2007
"527",0,"lose","Alan Pardew",2007
"528",1,"draw","Alan Pardew",2007
"529",0,"lose","Alan Pardew",2007
"530",3,"win","Alan Pardew",2007
"531",0,"lose","Alan Pardew",2007
"532",3,"win","Alan Pardew",2007
"533",3,"win","Alan Pardew",2007
"534",0,"lose","Alan Pardew",2007
"535",1,"draw","Alan Pardew",2007
"536",1,"draw","Alan Pardew",2007
"537",3,"win","Alan Pardew",2007
"538",1,"draw","Alan Pardew",2007
"539",3,"win","Alan Pardew",2007
"540",0,"lose","Alan Pardew",2007
"541",1,"draw","Alan Pardew",2007
"542",0,"lose","Alan Pardew",2006
"543",1,"draw","Alan Pardew",2006
"544",1,"draw","Alan Pardew",2006
"545",3,"win","Alan Pardew",2006
"546",1,"draw","Alan Pardew",2006
"547",0,"lose","Alan Pardew",2006
"548",1,"draw","Alan Pardew",2006
"549",0,"lose","Alan Pardew",2006
"550",0,"lose","Alan Pardew",2006
"551",0,"lose","Alan Pardew",2006
"552",0,"lose","Alan Pardew",2006
"553",0,"lose","Alan Pardew",2006
"554",3,"win","Alan Pardew",2006
"555",0,"lose","Alan Pardew",2006
"556",0,"lose","Alan Pardew",2006
"557",0,"lose","Alan Pardew",2006
"558",0,"lose","Alan Pardew",2006
"559",1,"draw","Alan Pardew",2006
"560",1,"draw","Alan Pardew",2006
"561",0,"lose","Alan Pardew",2005
"562",3,"win","Alan Pardew",2005
"563",3,"win","Alan Pardew",2005
"564",3,"win","Alan Pardew",2005
"565",1,"draw","Alan Pardew",2005
"566",3,"win","Alan Pardew",2005
"567",0,"lose","Alan Pardew",2005
"568",0,"lose","Alan Pardew",2005
"569",1,"draw","Alan Pardew",2005
"570",3,"win","Alan Pardew",2005
"571",3,"win","Alan Pardew",2005
"572",3,"win","Alan Pardew",2005
"573",0,"lose","Alan Pardew",2005
"574",0,"lose","Alan Pardew",2005
"575",0,"lose","Alan Pardew",2005
"576",0,"lose","Alan Pardew",2005
"577",0,"lose","Alan Pardew",2005
"578",3,"win","Alan Pardew",2005
"579",0,"lose","Alan Pardew",2005
"580",0,"lose","Alan Pardew",2005
"581",1,"draw","Alan Pardew",2005
"582",3,"win","Alan Pardew",2005
"583",0,"lose","Alan Pardew",2005
"584",3,"win","Alan Pardew",2005
"585",3,"win","Alan Pardew",2004
"586",3,"win","Alan Pardew",2004
"587",1,"draw","Alan Pardew",2004
"588",1,"draw","Alan Pardew",2004
"589",3,"win","Alan Pardew",2004
"590",1,"draw","Alan Pardew",2004
"591",0,"lose","Alan Pardew",2004
"592",0,"lose","Alan Pardew",2004
"593",3,"win","Alan Pardew",2004
"594",3,"win","Alan Pardew",2004
"595",0,"lose","Alan Pardew",2004
"596",3,"win","Alan Pardew",2004
"597",3,"win","Alan Pardew",2004
"598",3,"win","Alan Pardew",2004
"599",1,"draw","Alan Pardew",2004
"600",3,"win","Alan Pardew",2004
"601",0,"lose","Alan Pardew",2004
"602",0,"lose","Alan Pardew",2004
"603",3,"win","Alan Pardew",2004
"604",0,"lose","Alan Pardew",2004
"605",1,"draw","Alan Pardew",2004
"606",1,"draw","Alan Pardew",2004
"607",3,"win","Alan Pardew",2004
"608",3,"win","Alan Pardew",2004
"609",0,"lose","Alan Pardew",2004
"610",1,"draw","Alan Pardew",2004
"611",3,"win","Alan Pardew",2003
"612",3,"win","Alan Pardew",2003
"613",1,"draw","Alan Pardew",2003
"614",3,"win","Alan Pardew",2003
"615",3,"win","Alan Pardew",2003
"616",3,"win","Alan Pardew",2003
"617",1,"draw","Alan Pardew",2003
"618",1,"draw","Alan Pardew",2003
"619",3,"win","Alan Pardew",2003
"620",0,"lose","Alan Pardew",2003
"621",0,"lose","Alan Pardew",2003
"622",3,"win","Alan Pardew",2003
"623",1,"draw","Alan Pardew",2003
"624",1,"draw","Alan Pardew",2003
"625",0,"lose","Alan Pardew",2003
"626",1,"draw","Alan Pardew",2003
"627",3,"win","Alan Pardew",2003
"628",1,"draw","Alan Pardew",2003
"629",3,"win","Alan Pardew",2003
"630",0,"lose","Alan Pardew",2002
"631",3,"win","Alan Pardew",2002
"632",3,"win","Alan Pardew",2002
"633",0,"lose","Alan Pardew",2002
"634",0,"lose","Alan Pardew",2002
"635",0,"lose","Alan Pardew",2002
"636",0,"lose","Alan Pardew",2002
"637",3,"win","Alan Pardew",2002
"638",3,"win","Alan Pardew",2002
"639",0,"lose","Alan Pardew",2002
"640",0,"lose","Alan Pardew",2002
"641",0,"lose","Alan Pardew",2002
"642",0,"lose","Alan Pardew",2002
"643",3,"win","Alan Pardew",2002
"644",3,"win","Alan Pardew",2002
"645",3,"win","Alan Pardew",2002
"646",0,"lose","Alan Pardew",2002
"647",3,"win","Alan Pardew",2002
"648",3,"win","Alan Pardew",2002
"649",0,"lose","Alan Pardew",2002
"650",3,"win","Alan Pardew",2002
"651",0,"lose","Alan Pardew",2002
"652",3,"win","Alan Pardew",2002
"653",0,"lose","Alan Irvine",2014
"654",0,"lose","Alan Irvine",2014
"655",1,"draw","Alan Irvine",2014
"656",0,"lose","Alan Irvine",2014
"657",0,"lose","Alan Irvine",2014
"658",0,"lose","Alan Irvine",2014
"659",1,"draw","Alan Irvine",2014
"660",3,"win","Alan Irvine",2014
"661",3,"win","Alan Irvine",2014
"662",0,"lose","Alan Irvine",2014
"663",1,"draw","Alan Irvine",2014
"664",0,"lose","Alan Irvine",2010
"665",1,"draw","Alan Irvine",2010
"666",1,"draw","Alan Irvine",2010
"667",0,"lose","Alan Irvine",2010
"668",3,"win","Alan Irvine",2010
"669",0,"lose","Alan Irvine",2010
"670",3,"win","Alan Irvine",2010
"671",3,"win","Alan Irvine",2010
"672",0,"lose","Alan Irvine",2010
"673",1,"draw","Alan Irvine",2010
"674",3,"win","Alan Irvine",2010
"675",1,"draw","Alan Irvine",2010
"676",0,"lose","Alan Irvine",2010
"677",0,"lose","Alan Irvine",2010
"678",0,"lose","Alan Irvine",2010
"679",1,"draw","Alan Irvine",2010
"680",3,"win","Alan Irvine",2010
"681",0,"lose","Alan Irvine",2009
"682",0,"lose","Alan Irvine",2009
"683",1,"draw","Alan Irvine",2009
"684",3,"win","Alan Irvine",2009
"685",1,"draw","Alan Irvine",2009
"686",0,"lose","Alan Irvine",2009
"687",0,"lose","Alan Irvine",2009
"688",0,"lose","Alan Irvine",2009
"689",0,"lose","Alan Irvine",2009
"690",0,"lose","Alan Irvine",2009
"691",3,"win","Alan Irvine",2009
"692",0,"lose","Alan Irvine",2009
"693",3,"win","Alan Irvine",2009
"694",0,"lose","Alan Irvine",2009
"695",0,"lose","Alan Irvine",2009
"696",1,"draw","Alan Irvine",2009
"697",3,"win","Alan Irvine",2009
"698",1,"draw","Alan Irvine",2009
"699",3,"win","Alan Irvine",2009
"700",3,"win","Alan Irvine",2009
"701",3,"win","Alan Irvine",2009
"702",3,"win","Alan Irvine",2009
"703",3,"win","Alan Irvine",2009
"704",3,"win","Alan Irvine",2009
"705",0,"lose","Alan Irvine",2008
"706",3,"win","Alan Irvine",2008
"707",3,"win","Alan Irvine",2008
"708",0,"lose","Alan Irvine",2008
"709",1,"draw","Alan Irvine",2008
"710",1,"draw","Alan Irvine",2008
"711",0,"lose","Alan Irvine",2008
"712",0,"lose","Alan Irvine",2008
"713",1,"draw","Alan Irvine",2008
