"","season_number","match_point","match_flag","coach_name","enemy_team","home_away","squad_list","myteam_name"
"1752","2009","3","win","Sir Alex Ferguson","Arsenal","home","	Edwin van der Sar	Tomasz Kuszczak	Ben Foster	Ben Amos	Rio Ferdinand	Nemanja Vidic<U+200E>	Wes Brown	John O'Shea	Jonny Evans	Patrice Evra	Fabio	Antonio Valencia	Rafael	Gary Neville	Ritchie De Laet	Michael Carrick	Owen Hargreaves	Anderson	Darren Fletcher	Paul Scholes	Darron Gibson	Rodrigo Possebon	Ryan Giggs	Ji-Sung Park	Zoran Tosic	Nani	Gabriel Obertan	Wayne Rooney	Dimitar Berbatov	Michael Owen	Danny Welbeck	Mame Diouf	Federico Macheda","Manchester Utd."
"1753","2009","3","win","Sir Alex Ferguson","Spurs","away","	Edwin van der Sar	Tomasz Kuszczak	Ben Foster	Ben Amos	Rio Ferdinand	Nemanja Vidic<U+200E>	Wes Brown	John O'Shea	Jonny Evans	Patrice Evra	Fabio	Antonio Valencia	Rafael	Gary Neville	Ritchie De Laet	Michael Carrick	Owen Hargreaves	Anderson	Darren Fletcher	Paul Scholes	Darron Gibson	Rodrigo Possebon	Ryan Giggs	Ji-Sung Park	Zoran Tosic	Nani	Gabriel Obertan	Wayne Rooney	Dimitar Berbatov	Michael Owen	Danny Welbeck	Mame Diouf	Federico Macheda","Manchester Utd."
"1754","2009","3","win","Sir Alex Ferguson","Manchester City","home","	Edwin van der Sar	Tomasz Kuszczak	Ben Foster	Ben Amos	Rio Ferdinand	Nemanja Vidic<U+200E>	Wes Brown	John O'Shea	Jonny Evans	Patrice Evra	Fabio	Antonio Valencia	Rafael	Gary Neville	Ritchie De Laet	Michael Carrick	Owen Hargreaves	Anderson	Darren Fletcher	Paul Scholes	Darron Gibson	Rodrigo Possebon	Ryan Giggs	Ji-Sung Park	Zoran Tosic	Nani	Gabriel Obertan	Wayne Rooney	Dimitar Berbatov	Michael Owen	Danny Welbeck	Mame Diouf	Federico Macheda","Manchester Utd."
"1755","2009","3","win","Sir Alex Ferguson","Stoke City","away","	Edwin van der Sar	Tomasz Kuszczak	Ben Foster	Ben Amos	Rio Ferdinand	Nemanja Vidic<U+200E>	Wes Brown	John O'Shea	Jonny Evans	Patrice Evra	Fabio	Antonio Valencia	Rafael	Gary Neville	Ritchie De Laet	Michael Carrick	Owen Hargreaves	Anderson	Darren Fletcher	Paul Scholes	Darron Gibson	Rodrigo Possebon	Ryan Giggs	Ji-Sung Park	Zoran Tosic	Nani	Gabriel Obertan	Wayne Rooney	Dimitar Berbatov	Michael Owen	Danny Welbeck	Mame Diouf	Federico Macheda","Manchester Utd."
"1756","2009","1","draw","Sir Alex Ferguson","Sunderland","home","	Edwin van der Sar	Tomasz Kuszczak	Ben Foster	Ben Amos	Rio Ferdinand	Nemanja Vidic<U+200E>	Wes Brown	John O'Shea	Jonny Evans	Patrice Evra	Fabio	Antonio Valencia	Rafael	Gary Neville	Ritchie De Laet	Michael Carrick	Owen Hargreaves	Anderson	Darren Fletcher	Paul Scholes	Darron Gibson	Rodrigo Possebon	Ryan Giggs	Ji-Sung Park	Zoran Tosic	Nani	Gabriel Obertan	Wayne Rooney	Dimitar Berbatov	Michael Owen	Danny Welbeck	Mame Diouf	Federico Macheda","Manchester Utd."
"1757","2009","3","win","Sir Alex Ferguson","Bolton","home","	Edwin van der Sar	Tomasz Kuszczak	Ben Foster	Ben Amos	Rio Ferdinand	Nemanja Vidic<U+200E>	Wes Brown	John O'Shea	Jonny Evans	Patrice Evra	Fabio	Antonio Valencia	Rafael	Gary Neville	Ritchie De Laet	Michael Carrick	Owen Hargreaves	Anderson	Darren Fletcher	Paul Scholes	Darron Gibson	Rodrigo Possebon	Ryan Giggs	Ji-Sung Park	Zoran Tosic	Nani	Gabriel Obertan	Wayne Rooney	Dimitar Berbatov	Michael Owen	Danny Welbeck	Mame Diouf	Federico Macheda","Manchester Utd."
"1758","2009","0","lose","Sir Alex Ferguson","Liverpool","away","	Edwin van der Sar	Tomasz Kuszczak	Ben Foster	Ben Amos	Rio Ferdinand	Nemanja Vidic<U+200E>	Wes Brown	John O'Shea	Jonny Evans	Patrice Evra	Fabio	Antonio Valencia	Rafael	Gary Neville	Ritchie De Laet	Michael Carrick	Owen Hargreaves	Anderson	Darren Fletcher	Paul Scholes	Darron Gibson	Rodrigo Possebon	Ryan Giggs	Ji-Sung Park	Zoran Tosic	Nani	Gabriel Obertan	Wayne Rooney	Dimitar Berbatov	Michael Owen	Danny Welbeck	Mame Diouf	Federico Macheda","Manchester Utd."
"1759","2009","3","win","Sir Alex Ferguson","Blackburn","home","	Edwin van der Sar	Tomasz Kuszczak	Ben Foster	Ben Amos	Rio Ferdinand	Nemanja Vidic<U+200E>	Wes Brown	John O'Shea	Jonny Evans	Patrice Evra	Fabio	Antonio Valencia	Rafael	Gary Neville	Ritchie De Laet	Michael Carrick	Owen Hargreaves	Anderson	Darren Fletcher	Paul Scholes	Darron Gibson	Rodrigo Possebon	Ryan Giggs	Ji-Sung Park	Zoran Tosic	Nani	Gabriel Obertan	Wayne Rooney	Dimitar Berbatov	Michael Owen	Danny Welbeck	Mame Diouf	Federico Macheda","Manchester Utd."
"1760","2009","0","lose","Sir Alex Ferguson","Chelsea","away","	Edwin van der Sar	Tomasz Kuszczak	Ben Foster	Ben Amos	Rio Ferdinand	Nemanja Vidic<U+200E>	Wes Brown	John O'Shea	Jonny Evans	Patrice Evra	Fabio	Antonio Valencia	Rafael	Gary Neville	Ritchie De Laet	Michael Carrick	Owen Hargreaves	Anderson	Darren Fletcher	Paul Scholes	Darron Gibson	Rodrigo Possebon	Ryan Giggs	Ji-Sung Park	Zoran Tosic	Nani	Gabriel Obertan	Wayne Rooney	Dimitar Berbatov	Michael Owen	Danny Welbeck	Mame Diouf	Federico Macheda","Manchester Utd."
"1761","2009","3","win","Sir Alex Ferguson","Everton","home","	Edwin van der Sar	Tomasz Kuszczak	Ben Foster	Ben Amos	Rio Ferdinand	Nemanja Vidic<U+200E>	Wes Brown	John O'Shea	Jonny Evans	Patrice Evra	Fabio	Antonio Valencia	Rafael	Gary Neville	Ritchie De Laet	Michael Carrick	Owen Hargreaves	Anderson	Darren Fletcher	Paul Scholes	Darron Gibson	Rodrigo Possebon	Ryan Giggs	Ji-Sung Park	Zoran Tosic	Nani	Gabriel Obertan	Wayne Rooney	Dimitar Berbatov	Michael Owen	Danny Welbeck	Mame Diouf	Federico Macheda","Manchester Utd."
"1762","2009","3","win","Sir Alex Ferguson","Portsmouth FC","away","	Edwin van der Sar	Tomasz Kuszczak	Ben Foster	Ben Amos	Rio Ferdinand	Nemanja Vidic<U+200E>	Wes Brown	John O'Shea	Jonny Evans	Patrice Evra	Fabio	Antonio Valencia	Rafael	Gary Neville	Ritchie De Laet	Michael Carrick	Owen Hargreaves	Anderson	Darren Fletcher	Paul Scholes	Darron Gibson	Rodrigo Possebon	Ryan Giggs	Ji-Sung Park	Zoran Tosic	Nani	Gabriel Obertan	Wayne Rooney	Dimitar Berbatov	Michael Owen	Danny Welbeck	Mame Diouf	Federico Macheda","Manchester Utd."
"1763","2009","3","win","Sir Alex Ferguson","West Ham","away","	Edwin van der Sar	Tomasz Kuszczak	Ben Foster	Ben Amos	Rio Ferdinand	Nemanja Vidic<U+200E>	Wes Brown	John O'Shea	Jonny Evans	Patrice Evra	Fabio	Antonio Valencia	Rafael	Gary Neville	Ritchie De Laet	Michael Carrick	Owen Hargreaves	Anderson	Darren Fletcher	Paul Scholes	Darron Gibson	Rodrigo Possebon	Ryan Giggs	Ji-Sung Park	Zoran Tosic	Nani	Gabriel Obertan	Wayne Rooney	Dimitar Berbatov	Michael Owen	Danny Welbeck	Mame Diouf	Federico Macheda","Manchester Utd."
"1764","2009","0","lose","Sir Alex Ferguson","Aston Villa","home","	Edwin van der Sar	Tomasz Kuszczak	Ben Foster	Ben Amos	Rio Ferdinand	Nemanja Vidic<U+200E>	Wes Brown	John O'Shea	Jonny Evans	Patrice Evra	Fabio	Antonio Valencia	Rafael	Gary Neville	Ritchie De Laet	Michael Carrick	Owen Hargreaves	Anderson	Darren Fletcher	Paul Scholes	Darron Gibson	Rodrigo Possebon	Ryan Giggs	Ji-Sung Park	Zoran Tosic	Nani	Gabriel Obertan	Wayne Rooney	Dimitar Berbatov	Michael Owen	Danny Welbeck	Mame Diouf	Federico Macheda","Manchester Utd."
"1765","2009","3","win","Sir Alex Ferguson","Wolves","home","	Edwin van der Sar	Tomasz Kuszczak	Ben Foster	Ben Amos	Rio Ferdinand	Nemanja Vidic<U+200E>	Wes Brown	John O'Shea	Jonny Evans	Patrice Evra	Fabio	Antonio Valencia	Rafael	Gary Neville	Ritchie De Laet	Michael Carrick	Owen Hargreaves	Anderson	Darren Fletcher	Paul Scholes	Darron Gibson	Rodrigo Possebon	Ryan Giggs	Ji-Sung Park	Zoran Tosic	Nani	Gabriel Obertan	Wayne Rooney	Dimitar Berbatov	Michael Owen	Danny Welbeck	Mame Diouf	Federico Macheda","Manchester Utd."
"1766","2009","0","lose","Sir Alex Ferguson","Fulham FC","away","	Edwin van der Sar	Tomasz Kuszczak	Ben Foster	Ben Amos	Rio Ferdinand	Nemanja Vidic<U+200E>	Wes Brown	John O'Shea	Jonny Evans	Patrice Evra	Fabio	Antonio Valencia	Rafael	Gary Neville	Ritchie De Laet	Michael Carrick	Owen Hargreaves	Anderson	Darren Fletcher	Paul Scholes	Darron Gibson	Rodrigo Possebon	Ryan Giggs	Ji-Sung Park	Zoran Tosic	Nani	Gabriel Obertan	Wayne Rooney	Dimitar Berbatov	Michael Owen	Danny Welbeck	Mame Diouf	Federico Macheda","Manchester Utd."
"1767","2009","3","win","Sir Alex Ferguson","Hull City","away","	Edwin van der Sar	Tomasz Kuszczak	Ben Foster	Ben Amos	Rio Ferdinand	Nemanja Vidic<U+200E>	Wes Brown	John O'Shea	Jonny Evans	Patrice Evra	Fabio	Antonio Valencia	Rafael	Gary Neville	Ritchie De Laet	Michael Carrick	Owen Hargreaves	Anderson	Darren Fletcher	Paul Scholes	Darron Gibson	Rodrigo Possebon	Ryan Giggs	Ji-Sung Park	Zoran Tosic	Nani	Gabriel Obertan	Wayne Rooney	Dimitar Berbatov	Michael Owen	Danny Welbeck	Mame Diouf	Federico Macheda","Manchester Utd."
"1768","2009","3","win","Sir Alex Ferguson","Wigan","home","	Edwin van der Sar	Tomasz Kuszczak	Ben Foster	Ben Amos	Rio Ferdinand	Nemanja Vidic<U+200E>	Wes Brown	John O'Shea	Jonny Evans	Patrice Evra	Fabio	Antonio Valencia	Rafael	Gary Neville	Ritchie De Laet	Michael Carrick	Owen Hargreaves	Anderson	Darren Fletcher	Paul Scholes	Darron Gibson	Rodrigo Possebon	Ryan Giggs	Ji-Sung Park	Zoran Tosic	Nani	Gabriel Obertan	Wayne Rooney	Dimitar Berbatov	Michael Owen	Danny Welbeck	Mame Diouf	Federico Macheda","Manchester Utd."
"1769","2009","1","draw","Sir Alex Ferguson","Birmingham","away","	Edwin van der Sar	Tomasz Kuszczak	Ben Foster	Ben Amos	Rio Ferdinand	Nemanja Vidic<U+200E>	Wes Brown	John O'Shea	Jonny Evans	Patrice Evra	Fabio	Antonio Valencia	Rafael	Gary Neville	Ritchie De Laet	Michael Carrick	Owen Hargreaves	Anderson	Darren Fletcher	Paul Scholes	Darron Gibson	Rodrigo Possebon	Ryan Giggs	Ji-Sung Park	Zoran Tosic	Nani	Gabriel Obertan	Wayne Rooney	Dimitar Berbatov	Michael Owen	Danny Welbeck	Mame Diouf	Federico Macheda","Manchester Utd."
"1770","2009","3","win","Sir Alex Ferguson","Burnley FC","home","	Edwin van der Sar	Tomasz Kuszczak	Ben Foster	Ben Amos	Rio Ferdinand	Nemanja Vidic<U+200E>	Wes Brown	John O'Shea	Jonny Evans	Patrice Evra	Fabio	Antonio Valencia	Rafael	Gary Neville	Ritchie De Laet	Michael Carrick	Owen Hargreaves	Anderson	Darren Fletcher	Paul Scholes	Darron Gibson	Rodrigo Possebon	Ryan Giggs	Ji-Sung Park	Zoran Tosic	Nani	Gabriel Obertan	Wayne Rooney	Dimitar Berbatov	Michael Owen	Danny Welbeck	Mame Diouf	Federico Macheda","Manchester Utd."
"1771","2009","3","win","Sir Alex Ferguson","Hull City","home","	Edwin van der Sar	Tomasz Kuszczak	Ben Foster	Ben Amos	Rio Ferdinand	Nemanja Vidic<U+200E>	Wes Brown	John O'Shea	Jonny Evans	Patrice Evra	Fabio	Antonio Valencia	Rafael	Gary Neville	Ritchie De Laet	Michael Carrick	Owen Hargreaves	Anderson	Darren Fletcher	Paul Scholes	Darron Gibson	Rodrigo Possebon	Ryan Giggs	Ji-Sung Park	Zoran Tosic	Nani	Gabriel Obertan	Wayne Rooney	Dimitar Berbatov	Michael Owen	Danny Welbeck	Mame Diouf	Federico Macheda","Manchester Utd."
"1772","2009","3","win","Sir Alex Ferguson","Arsenal","away","	Edwin van der Sar	Tomasz Kuszczak	Ben Foster	Ben Amos	Rio Ferdinand	Nemanja Vidic<U+200E>	Wes Brown	John O'Shea	Jonny Evans	Patrice Evra	Fabio	Antonio Valencia	Rafael	Gary Neville	Ritchie De Laet	Michael Carrick	Owen Hargreaves	Anderson	Darren Fletcher	Paul Scholes	Darron Gibson	Rodrigo Possebon	Ryan Giggs	Ji-Sung Park	Zoran Tosic	Nani	Gabriel Obertan	Wayne Rooney	Dimitar Berbatov	Michael Owen	Danny Welbeck	Mame Diouf	Federico Macheda","Manchester Utd."
"1773","2009","3","win","Sir Alex Ferguson","Portsmouth FC","home","	Edwin van der Sar	Tomasz Kuszczak	Ben Foster	Ben Amos	Rio Ferdinand	Nemanja Vidic<U+200E>	Wes Brown	John O'Shea	Jonny Evans	Patrice Evra	Fabio	Antonio Valencia	Rafael	Gary Neville	Ritchie De Laet	Michael Carrick	Owen Hargreaves	Anderson	Darren Fletcher	Paul Scholes	Darron Gibson	Rodrigo Possebon	Ryan Giggs	Ji-Sung Park	Zoran Tosic	Nani	Gabriel Obertan	Wayne Rooney	Dimitar Berbatov	Michael Owen	Danny Welbeck	Mame Diouf	Federico Macheda","Manchester Utd."
"1774","2009","1","draw","Sir Alex Ferguson","Aston Villa","away","	Edwin van der Sar	Tomasz Kuszczak	Ben Foster	Ben Amos	Rio Ferdinand	Nemanja Vidic<U+200E>	Wes Brown	John O'Shea	Jonny Evans	Patrice Evra	Fabio	Antonio Valencia	Rafael	Gary Neville	Ritchie De Laet	Michael Carrick	Owen Hargreaves	Anderson	Darren Fletcher	Paul Scholes	Darron Gibson	Rodrigo Possebon	Ryan Giggs	Ji-Sung Park	Zoran Tosic	Nani	Gabriel Obertan	Wayne Rooney	Dimitar Berbatov	Michael Owen	Danny Welbeck	Mame Diouf	Federico Macheda","Manchester Utd."
"1775","2009","0","lose","Sir Alex Ferguson","Everton","away","	Edwin van der Sar	Tomasz Kuszczak	Ben Foster	Ben Amos	Rio Ferdinand	Nemanja Vidic<U+200E>	Wes Brown	John O'Shea	Jonny Evans	Patrice Evra	Fabio	Antonio Valencia	Rafael	Gary Neville	Ritchie De Laet	Michael Carrick	Owen Hargreaves	Anderson	Darren Fletcher	Paul Scholes	Darron Gibson	Rodrigo Possebon	Ryan Giggs	Ji-Sung Park	Zoran Tosic	Nani	Gabriel Obertan	Wayne Rooney	Dimitar Berbatov	Michael Owen	Danny Welbeck	Mame Diouf	Federico Macheda","Manchester Utd."
"1776","2009","3","win","Sir Alex Ferguson","West Ham","home","	Edwin van der Sar	Tomasz Kuszczak	Ben Foster	Ben Amos	Rio Ferdinand	Nemanja Vidic<U+200E>	Wes Brown	John O'Shea	Jonny Evans	Patrice Evra	Fabio	Antonio Valencia	Rafael	Gary Neville	Ritchie De Laet	Michael Carrick	Owen Hargreaves	Anderson	Darren Fletcher	Paul Scholes	Darron Gibson	Rodrigo Possebon	Ryan Giggs	Ji-Sung Park	Zoran Tosic	Nani	Gabriel Obertan	Wayne Rooney	Dimitar Berbatov	Michael Owen	Danny Welbeck	Mame Diouf	Federico Macheda","Manchester Utd."
"1777","2009","3","win","Sir Alex Ferguson","Wolves","away","	Edwin van der Sar	Tomasz Kuszczak	Ben Foster	Ben Amos	Rio Ferdinand	Nemanja Vidic<U+200E>	Wes Brown	John O'Shea	Jonny Evans	Patrice Evra	Fabio	Antonio Valencia	Rafael	Gary Neville	Ritchie De Laet	Michael Carrick	Owen Hargreaves	Anderson	Darren Fletcher	Paul Scholes	Darron Gibson	Rodrigo Possebon	Ryan Giggs	Ji-Sung Park	Zoran Tosic	Nani	Gabriel Obertan	Wayne Rooney	Dimitar Berbatov	Michael Owen	Danny Welbeck	Mame Diouf	Federico Macheda","Manchester Utd."
"1778","2009","3","win","Sir Alex Ferguson","Fulham FC","home","	Edwin van der Sar	Tomasz Kuszczak	Ben Foster	Ben Amos	Rio Ferdinand	Nemanja Vidic<U+200E>	Wes Brown	John O'Shea	Jonny Evans	Patrice Evra	Fabio	Antonio Valencia	Rafael	Gary Neville	Ritchie De Laet	Michael Carrick	Owen Hargreaves	Anderson	Darren Fletcher	Paul Scholes	Darron Gibson	Rodrigo Possebon	Ryan Giggs	Ji-Sung Park	Zoran Tosic	Nani	Gabriel Obertan	Wayne Rooney	Dimitar Berbatov	Michael Owen	Danny Welbeck	Mame Diouf	Federico Macheda","Manchester Utd."
"1779","2009","3","win","Sir Alex Ferguson","Liverpool","home","	Edwin van der Sar	Tomasz Kuszczak	Ben Foster	Ben Amos	Rio Ferdinand	Nemanja Vidic<U+200E>	Wes Brown	John O'Shea	Jonny Evans	Patrice Evra	Fabio	Antonio Valencia	Rafael	Gary Neville	Ritchie De Laet	Michael Carrick	Owen Hargreaves	Anderson	Darren Fletcher	Paul Scholes	Darron Gibson	Rodrigo Possebon	Ryan Giggs	Ji-Sung Park	Zoran Tosic	Nani	Gabriel Obertan	Wayne Rooney	Dimitar Berbatov	Michael Owen	Danny Welbeck	Mame Diouf	Federico Macheda","Manchester Utd."
"1780","2009","3","win","Sir Alex Ferguson","Bolton","away","	Edwin van der Sar	Tomasz Kuszczak	Ben Foster	Ben Amos	Rio Ferdinand	Nemanja Vidic<U+200E>	Wes Brown	John O'Shea	Jonny Evans	Patrice Evra	Fabio	Antonio Valencia	Rafael	Gary Neville	Ritchie De Laet	Michael Carrick	Owen Hargreaves	Anderson	Darren Fletcher	Paul Scholes	Darron Gibson	Rodrigo Possebon	Ryan Giggs	Ji-Sung Park	Zoran Tosic	Nani	Gabriel Obertan	Wayne Rooney	Dimitar Berbatov	Michael Owen	Danny Welbeck	Mame Diouf	Federico Macheda","Manchester Utd."
"1781","2009","0","lose","Sir Alex Ferguson","Chelsea","home","	Edwin van der Sar	Tomasz Kuszczak	Ben Foster	Ben Amos	Rio Ferdinand	Nemanja Vidic<U+200E>	Wes Brown	John O'Shea	Jonny Evans	Patrice Evra	Fabio	Antonio Valencia	Rafael	Gary Neville	Ritchie De Laet	Michael Carrick	Owen Hargreaves	Anderson	Darren Fletcher	Paul Scholes	Darron Gibson	Rodrigo Possebon	Ryan Giggs	Ji-Sung Park	Zoran Tosic	Nani	Gabriel Obertan	Wayne Rooney	Dimitar Berbatov	Michael Owen	Danny Welbeck	Mame Diouf	Federico Macheda","Manchester Utd."
"1782","2009","1","draw","Sir Alex Ferguson","Blackburn","away","	Edwin van der Sar	Tomasz Kuszczak	Ben Foster	Ben Amos	Rio Ferdinand	Nemanja Vidic<U+200E>	Wes Brown	John O'Shea	Jonny Evans	Patrice Evra	Fabio	Antonio Valencia	Rafael	Gary Neville	Ritchie De Laet	Michael Carrick	Owen Hargreaves	Anderson	Darren Fletcher	Paul Scholes	Darron Gibson	Rodrigo Possebon	Ryan Giggs	Ji-Sung Park	Zoran Tosic	Nani	Gabriel Obertan	Wayne Rooney	Dimitar Berbatov	Michael Owen	Danny Welbeck	Mame Diouf	Federico Macheda","Manchester Utd."
"1783","2009","3","win","Sir Alex Ferguson","Manchester City","away","	Edwin van der Sar	Tomasz Kuszczak	Ben Foster	Ben Amos	Rio Ferdinand	Nemanja Vidic<U+200E>	Wes Brown	John O'Shea	Jonny Evans	Patrice Evra	Fabio	Antonio Valencia	Rafael	Gary Neville	Ritchie De Laet	Michael Carrick	Owen Hargreaves	Anderson	Darren Fletcher	Paul Scholes	Darron Gibson	Rodrigo Possebon	Ryan Giggs	Ji-Sung Park	Zoran Tosic	Nani	Gabriel Obertan	Wayne Rooney	Dimitar Berbatov	Michael Owen	Danny Welbeck	Mame Diouf	Federico Macheda","Manchester Utd."
"1784","2009","3","win","Sir Alex Ferguson","Spurs","home","	Edwin van der Sar	Tomasz Kuszczak	Ben Foster	Ben Amos	Rio Ferdinand	Nemanja Vidic<U+200E>	Wes Brown	John O'Shea	Jonny Evans	Patrice Evra	Fabio	Antonio Valencia	Rafael	Gary Neville	Ritchie De Laet	Michael Carrick	Owen Hargreaves	Anderson	Darren Fletcher	Paul Scholes	Darron Gibson	Rodrigo Possebon	Ryan Giggs	Ji-Sung Park	Zoran Tosic	Nani	Gabriel Obertan	Wayne Rooney	Dimitar Berbatov	Michael Owen	Danny Welbeck	Mame Diouf	Federico Macheda","Manchester Utd."
"1785","2009","3","win","Sir Alex Ferguson","Sunderland","away","	Edwin van der Sar	Tomasz Kuszczak	Ben Foster	Ben Amos	Rio Ferdinand	Nemanja Vidic<U+200E>	Wes Brown	John O'Shea	Jonny Evans	Patrice Evra	Fabio	Antonio Valencia	Rafael	Gary Neville	Ritchie De Laet	Michael Carrick	Owen Hargreaves	Anderson	Darren Fletcher	Paul Scholes	Darron Gibson	Rodrigo Possebon	Ryan Giggs	Ji-Sung Park	Zoran Tosic	Nani	Gabriel Obertan	Wayne Rooney	Dimitar Berbatov	Michael Owen	Danny Welbeck	Mame Diouf	Federico Macheda","Manchester Utd."
"1786","2009","3","win","Sir Alex Ferguson","Stoke City","home","	Edwin van der Sar	Tomasz Kuszczak	Ben Foster	Ben Amos	Rio Ferdinand	Nemanja Vidic<U+200E>	Wes Brown	John O'Shea	Jonny Evans	Patrice Evra	Fabio	Antonio Valencia	Rafael	Gary Neville	Ritchie De Laet	Michael Carrick	Owen Hargreaves	Anderson	Darren Fletcher	Paul Scholes	Darron Gibson	Rodrigo Possebon	Ryan Giggs	Ji-Sung Park	Zoran Tosic	Nani	Gabriel Obertan	Wayne Rooney	Dimitar Berbatov	Michael Owen	Danny Welbeck	Mame Diouf	Federico Macheda","Manchester Utd."
"1787","2010","3","win","Sir Alex Ferguson","Newcastle","home","	Edwin van der Sar	Tomasz Kuszczak	Anders Lindegaard	Ben Amos	Nemanja Vidic<U+200E>	Rio Ferdinand	Jonny Evans	Wes Brown	John O'Shea	Chris Smalling	Oliver Gill	Patrice Evra	Fabio	Robbie Brady	Antonio Valencia	Rafael	Gary Neville	Ritchie De Laet	Michael Carrick	Owen Hargreaves	Anderson	Darren Fletcher	Paul Scholes	Darron Gibson	Tom Cleverley	Corry Evans	Magnus Wolff Eikrem	Paul Pogba	Ryan Tunnicliffe	Ryan Giggs	Ji-Sung Park	Ravel Morrison	Bebe	Nani	Gabriel Obertan	Wayne Rooney	Joshua King	Dimitar Berbatov	Michael Owen	Chicharito	Mame Diouf	Danny Welbeck	Federico Macheda","Manchester Utd."
"1788","2010","1","draw","Sir Alex Ferguson","Fulham FC","away","	Edwin van der Sar	Tomasz Kuszczak	Anders Lindegaard	Ben Amos	Nemanja Vidic<U+200E>	Rio Ferdinand	Jonny Evans	Wes Brown	John O'Shea	Chris Smalling	Oliver Gill	Patrice Evra	Fabio	Robbie Brady	Antonio Valencia	Rafael	Gary Neville	Ritchie De Laet	Michael Carrick	Owen Hargreaves	Anderson	Darren Fletcher	Paul Scholes	Darron Gibson	Tom Cleverley	Corry Evans	Magnus Wolff Eikrem	Paul Pogba	Ryan Tunnicliffe	Ryan Giggs	Ji-Sung Park	Ravel Morrison	Bebe	Nani	Gabriel Obertan	Wayne Rooney	Joshua King	Dimitar Berbatov	Michael Owen	Chicharito	Mame Diouf	Danny Welbeck	Federico Macheda","Manchester Utd."
"1789","2010","3","win","Sir Alex Ferguson","West Ham","home","	Edwin van der Sar	Tomasz Kuszczak	Anders Lindegaard	Ben Amos	Nemanja Vidic<U+200E>	Rio Ferdinand	Jonny Evans	Wes Brown	John O'Shea	Chris Smalling	Oliver Gill	Patrice Evra	Fabio	Robbie Brady	Antonio Valencia	Rafael	Gary Neville	Ritchie De Laet	Michael Carrick	Owen Hargreaves	Anderson	Darren Fletcher	Paul Scholes	Darron Gibson	Tom Cleverley	Corry Evans	Magnus Wolff Eikrem	Paul Pogba	Ryan Tunnicliffe	Ryan Giggs	Ji-Sung Park	Ravel Morrison	Bebe	Nani	Gabriel Obertan	Wayne Rooney	Joshua King	Dimitar Berbatov	Michael Owen	Chicharito	Mame Diouf	Danny Welbeck	Federico Macheda","Manchester Utd."
"1790","2010","1","draw","Sir Alex Ferguson","Everton","away","	Edwin van der Sar	Tomasz Kuszczak	Anders Lindegaard	Ben Amos	Nemanja Vidic<U+200E>	Rio Ferdinand	Jonny Evans	Wes Brown	John O'Shea	Chris Smalling	Oliver Gill	Patrice Evra	Fabio	Robbie Brady	Antonio Valencia	Rafael	Gary Neville	Ritchie De Laet	Michael Carrick	Owen Hargreaves	Anderson	Darren Fletcher	Paul Scholes	Darron Gibson	Tom Cleverley	Corry Evans	Magnus Wolff Eikrem	Paul Pogba	Ryan Tunnicliffe	Ryan Giggs	Ji-Sung Park	Ravel Morrison	Bebe	Nani	Gabriel Obertan	Wayne Rooney	Joshua King	Dimitar Berbatov	Michael Owen	Chicharito	Mame Diouf	Danny Welbeck	Federico Macheda","Manchester Utd."
"1791","2010","3","win","Sir Alex Ferguson","Liverpool","home","	Edwin van der Sar	Tomasz Kuszczak	Anders Lindegaard	Ben Amos	Nemanja Vidic<U+200E>	Rio Ferdinand	Jonny Evans	Wes Brown	John O'Shea	Chris Smalling	Oliver Gill	Patrice Evra	Fabio	Robbie Brady	Antonio Valencia	Rafael	Gary Neville	Ritchie De Laet	Michael Carrick	Owen Hargreaves	Anderson	Darren Fletcher	Paul Scholes	Darron Gibson	Tom Cleverley	Corry Evans	Magnus Wolff Eikrem	Paul Pogba	Ryan Tunnicliffe	Ryan Giggs	Ji-Sung Park	Ravel Morrison	Bebe	Nani	Gabriel Obertan	Wayne Rooney	Joshua King	Dimitar Berbatov	Michael Owen	Chicharito	Mame Diouf	Danny Welbeck	Federico Macheda","Manchester Utd."
"1792","2010","1","draw","Sir Alex Ferguson","Bolton","away","	Edwin van der Sar	Tomasz Kuszczak	Anders Lindegaard	Ben Amos	Nemanja Vidic<U+200E>	Rio Ferdinand	Jonny Evans	Wes Brown	John O'Shea	Chris Smalling	Oliver Gill	Patrice Evra	Fabio	Robbie Brady	Antonio Valencia	Rafael	Gary Neville	Ritchie De Laet	Michael Carrick	Owen Hargreaves	Anderson	Darren Fletcher	Paul Scholes	Darron Gibson	Tom Cleverley	Corry Evans	Magnus Wolff Eikrem	Paul Pogba	Ryan Tunnicliffe	Ryan Giggs	Ji-Sung Park	Ravel Morrison	Bebe	Nani	Gabriel Obertan	Wayne Rooney	Joshua King	Dimitar Berbatov	Michael Owen	Chicharito	Mame Diouf	Danny Welbeck	Federico Macheda","Manchester Utd."
